"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Power","Capacity","Age","Model Number","DQ Score"
"TOI","RIM","270491","Rimmel Soft Kohl Pencil Pure White","Rimmel","1.2g","White",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270493","Rimmel Soft Kohl Eye Pencil Sable Brown","Rimmel","1.2g","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","270494","Rimmel Soft Kohl Eye Pencil Denim Blue","Rimmel","1.2g","Blue",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","270495","Rimmel Soft Kohl Eye Pencil Jungle Green","Rimmel","1.2g","Green","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","270496","Rimmel Soft Kohl Eye Pencil Jet Black","Rimmel","1.2g","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","270497","Rimmel Soft Kohl Eye Pencil Stormy Grey","Rimmel","1.2g","Grey","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","270698","Rimmel Exaggerate Liquid Eyeliner Black","Rimmel","2.5ml","Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","280948","Rimmel Exaggerate Eye Definer Noir Waterproof","Rimmel",".28g","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","280965","Rimmel Clear Complex Powder Transparent","Rimmel","16g","Clear","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","280967","Rimmel Natural Bronzer Sun Bronze","Rimmel","14g","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","280969","Rimmel Natural Bronzer Sun Glow","Rimmel","14g","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","284314","Rimmel Stay Matte Powder Warm Beige","Rimmel","14g","Cream",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","284315","Rimmel Stay Matte Powder Peach Glow","Rimmel","14g","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","284318","Rimmel Stay Matte Powder Silky Beige","Rimmel","14g","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","284319","Rimmel Stay Matte Powder Transparent","Rimmel","14g","Clear",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","284331","Rimmel Volume Flash x10 Mascara Black Extreme","Rimmel","8ml","Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","284416","Rimmel Volume Flash x10 Mascara Black","Rimmel","8ml","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","291098","Rimmel Match Perfect Concealer Classic Beige","Rimmel","15ml","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","291099","Rimmel Match Perfect Concealer Soft Beige","Rimmel","15ml","Cream","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","291100","Rimmel Match Perfect Concealer Ivory","Rimmel","15ml","Cream","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","295115","Rimmel Lasting Finish Lipstick Pink Blush","Rimmel","4g","Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","295117","Rimmel Lasting Finish Lipstick Drop of Sherry","Rimmel","4g","Red","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","295118","Rimmel Lasting Finish Lipstick Heather Shim","Rimmel","4g","Purple","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","295120","Rimmel Lasting Finish Lipstick Asia","Rimmel","4g","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","295121","Rimmel Lasting Finish Lipstick Amethyst","Rimmel","4g","Purple","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","295127","Rimmel Lasting Finish Lipstick Sugar Plum","Rimmel","4g","Purple","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","295129","Rimmel Lasting Finish Lipstick Nude Pink","Rimmel","4g","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","295130","Rimmel Lasting Finish Lipstick Coral in Gold","Rimmel","4g","Orange","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","295131","Rimmel Lasting Finish Lipstick Birthday Suit","Rimmel","4g","Cream","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","295132","Rimmel Lasting Finish Lipstick Coffee","Rimmel","4g","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","301337","Rimmel Lasting Finish Foundation True Nude","Rimmel","30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","301338","Rimmel Lasting Finish Foundation Ivory","Rimmel","30ml","Cream",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","301339","Rimmel Lasting Finish Foundation Soft Beige","Rimmel","30ml","Cream","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","301340","Rimmel Lasting Finish Foundation Classic Beige","Rimmel","30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","301341","Rimmel Lasting Finish Foundation Natural Beige","Rimmel","30ml","Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","306679","Rimmel Day 2 Night Mascara Black","Rimmel","7ml","Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","312583","Rimmel Kate Lasting Finish Lipstick 001","Rimmel","4g","Red","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","312584","Rimmel Kate Lasting Finish Lipstick 005","Rimmel","4g","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","316841","Rimmel Fix and Perfect Primer","Rimmel","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","318720","Rimmel Wake me up Foundation Ivory","Rimmel","30ml","Cream","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","318721","Rimmel Wake Me Up Foundation True Ivory","Rimmel","30ml","Brown","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","318722","Rimmel Wake me up Foundation Soft Beige","Rimmel","30ml","Cream","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","325936","Rimmel Precious Stones Nail Polish Diamond Dust","Rimmel","8ml","Silver","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","325942","Rimmel Kate Matte Lipstick 110","Rimmel","4g","Pink",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","325944","Rimmel Mono Blush Live Pink","Rimmel","5g","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","325946","Rimmel Mono Blush Pink Rose","Rimmel","5g","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","332756","Rimmel Scandal Eyes Eyeshadow Black Mail","Rimmel","3.25g","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","332759","Rimmel Scandal Eyes Eyeshadow Bad Bronze","Rimmel","3.25g","Metal","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","332782","Rimmel Exaggerate Liquid Liner Black Waterproof","Rimmel","12ml","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","333668","Rimmel Endless Accelerator Mascara Black","Rimmel","12ml","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","333669","Rimmel Match Perfect Loose Powder","Rimmel","10g",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","334876","Rimmel Ultra Shine Top Coat","Rimmel","12ml","Clear","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","338628","Rimmel Nail Nurse Strong Base Coat","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339904","Rimmel Moisture Lipstick As you want","Rimmel",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","339905","Rimmel Moisture Lipstick In Love Ginger","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339906","Rimmel Moisture Lipstick Amethyst","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339907","Rimmel Moisture Lipstick Heather Shimmer","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339908","Rimmel Moisture Lipstick Latino","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339909","Rimmel Moisture Lipstick MayFair Red","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339910","Rimmel HD Eyeshadow Golden Eye","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","339915","Rimmel HD Eyeshadow Bixton Brown","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","340164","Rimmel Stay Matte Found True Ivory","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","RIM","340235","Rimmel Stay Matte Foundation Soft Beige","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","RIM","340237","Rimmel Stay Matte Found Ivory","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","RIM","340238","Rimmel Stay Matte Foundation Classic Beige","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","RIM","340246","Rimmel Moisture Lipstick Vintage Pink","Rimmel",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","340305","Rimmel Scandal Eyes Shadow Bulletproof","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","340896","Rimmel Kate Lasting Finish Lipstick 03","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","340898","Rimmel Kate Matte Lipstick 101","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","340904","Rimmel Wake me up Foundation Classic Beige","Rimmel",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","346583","Rimmel Pallette Eyeshadow Foggy Grey","Rimmel",NA,"Grey","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","346584","Rimmel Pallette Eyeshadow Pinkadilly","Rimmel",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","346603","Rimmel Moisture Renew Lip Liner Red Diva","Rimmel",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","346604","Rimmel Moisture Renew Lip Liner Fancy","Rimmel",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","346620","Rimmel Nail Polish Nurse 5 in 1","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","346624","Rimmel Stay Matte Found Light Porcelain","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","RIM","351164","Rimmel Scandal Eyes Shadow Bluffing","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","351165","Rimmel Scandal Eyes Shadow Bootleg Brown","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","351514","Rimmel Gel Eyeliner Black","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","400614","Rimmel Wonder'Full Mascara","Rimmel","11ml","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","403202","Rimmel Wake me up Foundation Porcelain","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","403215","Rimmel Scandal Eyes Shadow Stick Blue","Rimmel",NA,"Blue","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","403229","Rimmel Moisture Renew Lip Liner Clear","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","403232","Rimmel Lasting Finish Lipstick","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","403236","Rimmel Lasting Finish 25 Hours Foundation TrueIvory","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","409079","Rimmel Provocalips Lipstick Skinny Dipping","Rimmel",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","409080","Rimmel Provocalips Lipstick Kiss Me You Fool","Rimmel",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","409081","Rimmel Provocalips Lipstick Little Minx","Rimmel",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","409082","Rimmel Provocalips Lipstick Make your Move","Rimmel",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","409084","Rimmel Wonderfull MascaraExtreme Black","Rimmel",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","413380","Rimmel Lasting Finish Primer Clear 30ml","Rimmel","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","413383","Rimmel Scandaleyes Xxtreme Mascara Black","Rimmel",NA,"Black","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417209","Rimmel Kate Collection Lipstick Rosetto","Rimmel",NA,"Orange","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417213","Rimmel Oh My Gloss Lipgloss Snog","Rimmel",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417215","Rimmel Oh My Gloss Lipgloss My Eternity","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417216","Rimmel Oh My Gloss Lipgloss Rebel Red","Rimmel",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417217","Rimmel Oh My Gloss Lipgloss Crystal Clear","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417219","Rimmel Oh My Gloss Lipgloss Purr Glossy","Rimmel",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417220","Rimmel Oh My Gloss Lipgloss Glossaholic","Rimmel",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417221","Rimmel Oh My Gloss Lipgloss Ooh La La","Rimmel",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417222","Rimmel Oh My Gloss Lipgloss Go Gloss Or Go Home","Rimmel",NA,"Orange","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417227","Rimmel 60 Seconds Supershine Nail Polish Clear 740","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417228","Rimmel 60 Seconds Supershine Nail Polish Ethereal","Rimmel",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417229","Rimmel 60 Seconds Supershine Nail Polish HotTropicana 407","Rimmel",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417230","Rimmel 60 Seconds Super Shine Nail Polish RapidRuby 320","Rimmel",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417231","Rimmel 60 Seconds Super Shine Nail Polish BlackCherries 345","Rimmel",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417232","Rimmel 60 Seconds Super Shine Nail Polish ChinUp 452","Rimmel",NA,"Yellow","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417233","Rimmel 60 Seconds Super Shine Nail Polish DannyBoy Blue 828","Rimmel",NA,"Blue","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417234","Rimmel 60 Seconds Super Shine Nail Polish DoubleDecker Red 310","Rimmel",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417235","Rimmel 60 Seconds Super Shine Nail Polish CaramelCupcake 500","Rimmel",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417236","Rimmel 60 Seconds Super Shine Nail Polish PillowTalk 853","Rimmel",NA,"Blue","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417237","Rimmel 60 Seconds Super Shine Nail Polish RosePink Libertine 405","Rimmel",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417238","Rimmel 60 Seconds Super Shine Nail Polish SilverBullet 730","Rimmel",NA,"Silver","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417239","Rimmel 60 Seconds Super Shine Nail Polish InstyleCoral 415","Rimmel",NA,"Orange","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417240","Rimmel 60 Seconds Super Shine Nail PolishCoralicious 430","Rimmel",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417242","Rimmel 60 Seconds Super Shine Nail Polish LoseYour Lingerie 203","Rimmel",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417245","Rimmel 60 Seconds Super Shine Nail Polish DarlingYou Are Fabulous 809","Rimmel",NA,"Gold","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417246","Rimmel 60 Seconds Super Shine Nail Polish YourMajesty 808","Rimmel",NA,"Silver","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417248","Rimmel 60 Seconds Super Shine Nail Polish SecondSuper Shine 510","Rimmel",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417249","Rimmel 60 Seconds Super Shine Nail Polish Gimme335","Rimmel",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417252","Rimmel 60 Seconds Super Shine Nail PolishBreakfast In Bed 873","Rimmel",NA,"Green","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417253","Rimmel 60 Seconds Super Shine Nail Polish WhiteHot Love 708","Rimmel",NA,"White","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417254","Rimmel 60 Seconds Super Shine Nail Polish Berries340","Rimmel",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417255","Rimmel 60 Seconds Rita Ora Nail Polish Roll In TheGrass 878","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417256","Rimmel 60 Seconds Rita Ora Nail Polish Wilderness558","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417257","Rimmel 60 Seconds Rita Ora Nail PolishGlastonberry 300","Rimmel",NA,"Red","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417258","Rimmel 60 Seconds Rita Ora Nail PolishOragina 413","Rimmel",NA,"Orange","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417259","Rimmel 60 Seconds Rita Ora Nail Polish SweetRetreat 270","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417260","Rimmel 60 Seconds Rita Ora Nail Polish Rain RainGo Away 498","Rimmel",NA,"Brown","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417262","Rimmel 60 Seconds Rita Ora Nail Polish Neon Fest322","Rimmel",NA,"Pink","1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","417263","Rimmel 60 Seconds Rita Ora Nail Polish Peachella448","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","417266","Rimmel 60 Seconds Rita Ora Nail Polish Port A LooBlue 880","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","422734","Rimmel Kate Lip Balm 4g 001","Rimmel","4g",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","422735","Rimmel Match Perfection Foundation Light Porcelain","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","422736","Rimmel Match Perfection Foundation Ivory","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","RIM","422737","Rimmel Match Perfection Foundation True Ivory","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","RIM","422738","Rimmel Match Perfection Foundation Soft Beige","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","RIM","422739","Rimmel Match Perfection Foundation Classic Beige","Rimmel","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","422740","Rimmel Match Perfection Foundation True Nude","Rimmel","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","422741","Rimmel Match Perfection Foundation Natural Beige","Rimmel","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","422742","Rimmel Mono Eyeshadow Gold Record","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","422746","Rimmel Mono Eyeshadow Q Jump","Rimmel","3.6g",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","422747","Rimmel Mono Eyeshadow Black Fender","Rimmel","3.6g",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","426656","Rimmel Exaggerate Lip Liner Youre All Mine","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","426658","Rimmel Exaggerate Lip Liner Call Me Crazy","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","426659","The Only 1 Lipstick  - You're All Mine","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.81
"TOI","RIM","426660","Rimmel The Only 1 Lipstick Best Of The Best","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","426662","Rimmel The Only 1 Lipstick Call Me Crazy","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","426663","Rimmel The Only 1 Lipstick Naughty Nude","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","426664","Rimmel Match Perfection Foundation Bronze","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","432702","Rimmel Super Gel Nail Polish Top Coat","Rimmel","12ml","Clear","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432703","Rimmel Super Gel Nail Polish Grape Sorbet","Rimmel","12ml","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432704","Rimmel Super Gel Nail Polish Urban Purple","Rimmel","12ml","Purple","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432706","Rimmel Super Gel Nail Polish Darling Dahlia","Rimmel","12ml","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432708","Rimmel Super Gel Nail Polish Red Ginger","Rimmel","12ml","Red","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432710","Rimmel Super Gel Nail Polish Cocktail Passion","Rimmel","12ml","Orange","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432711","Rimmel Super Gel Nail Polish New Romantic","Rimmel","12ml","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432712","Rimmel Super Gel Nail Polish Perfect Posy","Rimmel","12ml","Pink","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432713","Rimmel Super Gel Nail Polish Punk Rock","Rimmel","12ml","Purple","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432714","Rimmel Super Gel Nail Polish Venus","Rimmel","12ml","Green","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432721","Rimmel Instaflawless Light","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432722","Rimmel Kate Sculpting Kit 002","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432723","Rimmel Volume Colourist Mascara Black","Rimmel","11ml","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432724","Rimmel Volume Colourist Mascara Extreme Black","Rimmel","11ml","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432725","Rimmel Fix and Protect Primer","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","RIM","432726","Rimmel Supercurler Mascara Extreme Black","Rimmel","12ml","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432728","Rimmel Calligraphy Pen Liner Black","Rimmel","1ml","Black","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","432729","Rimmel Calligraphy Pen Liner Blue","Rimmel","1ml","Blue","1",NA,NA,NA,NA,NA,NA,1
"TOI","RIM","441509","Rimmel Scandaleyes Reloaded Mascara Black","Rimmel","14ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","441510","Rimmel Scandaleyes Reloaded Mascara Extreme Black","Rimmel","14ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","441512","Rimmel Scandaleyes Micro Liner Black","Rimmel","1.1ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","441514","Rimmel Kate 15 Year Supergel Nail PolishBoho-licious","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","441515","Rimmel Kate 15 Year Supergel Nail PolishRock N Sparkle","Rimmel",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","RIM","445238","Rimmel Only 1 Lipstick Mauvement 210","Rimmel","3G",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","445245","Rimmel Only 1 Lipstick Matte Salute 200","Rimmel","3G",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","445246","Rimmel Only 1 Lipstick Matte Take the Stage 500","Rimmel","3G",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","445247","Rimmel Only 1 Lipstick Matte High Flyer 610","Rimmel","3G",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","445248","Rimmel Only 1 Lipstick Matte Trendsetter 700","Rimmel","3G",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","445249","Rimmel Only 1 Lipstick Matte Matte Factor 810","Rimmel","3G",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453462","Rimmel Scandaleyes Reloaded Waterproof MascaraBlack","Rimmel","12ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453463","Rimmel BB Cream 9in1 Skin Perfecting SPF15 Light30ml","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","RIM","453464","Rimmel BB Cream 9in1 Skin Perfecting SPF15 Medium30ml","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","RIM","453465","Rimmel Extra Long Lash Mascara Extreme Black 3","Rimmel","8ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453466","Rimmel Lasting Finish 1000 Kisses Lip LinerPencil Blushing Nude","Rimmel","1.2g",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453467","Brow This Way with Argan Oil Med Brown","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9
"TOI","RIM","453468","Brow This Way with Argan Oil Clear","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"TOI","RIM","453469","Rimmel Volume Shake Mascara","Rimmel",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TOI","RIM","453470","Rimmel Oh My Gloss Lip Oil Tint Clear","Rimmel","6.5ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
"TOI","RIM","453471","Rimmel Oh My Gloss Lip Oil Tint Light Pink","Rimmel","6.5ml",NA,"1",NA,NA,NA,NA,NA,NA,0.93
