"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Power","Capacity","Coverage","Age","Model Number","DQ Score"
"DEC","PRP","10057","Wilko Sand Block Medium / Coarse","Wilko","Medium",NA,NA,"Aluminium Oxide, Glue, Foam",NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","127762","Wilko Sugar Soap Ready To Use Trigger Gun 500ml","Wilko","500ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","150173","Wilko Masking Tape 25mm x 50m","Wilko","25mmx50m",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","159218","Wilko Decorators Jumbo Sponge","Wilko","22cmx11.5cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","182560","Wilko Cellulose Thinners 125ml","Wilko","125ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","187335","Wilko Decorator Filling Tool","Wilko","1 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","PRP","227026","Wilko Sugar Soap 500g","Wilko","500g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","2697940","Wilko Decorator Mineralised Methylated Spirit 500ml","Wilko","500ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","PRP","2698540","Wilko Turpentine Substitute 750ml","Wilko","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","PRP","2699140","Wilko Decorator White Spirit 750ml","Wilko","750ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","PRP","2699240","Wilko White Spirit 2L","Wilko","2L",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","PRP","2722440","Wilko Masking Tape General Purpose 48mm x 50m","Wilko","48mmx50m",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","287562","Wilko Wet and Dry Paper Fine 140mm x 230mm 10pk","Wilko","23x14cm",NA,"10 Pack","Silicon Carbide, Glue, Paper",NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","287563","Wilko Wet and Dry Paper Assorted 140mmx230mm x 10","Wilko","23 x 14cm",NA,"10pk","Silicon Carbide, Glue, Paper",NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","287564","Wilko Emery Cloth Assorted 140mm x 230mm 10pk","Wilko","23 x 14cm",NA,"10pk","Aluminium Oxide, Glue, Emery Cloth",NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","287568","Wilko Sanding Block Cork","Wilko","11 x 6.2 x 3.1cm","Yellow","1pk","Cork",NA,NA,NA,NA,NA,NA,0.95
"DEC","PRP","287953","Wilko Mini Brush Set Abrasive","Wilko","Mini",NA,"1","Wire, Brass, Nylon",NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","287954","Wilko Wire Brush Secure Comfort Grip Handle","Wilko","1 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","299049","Wilko Paint and Varnish Stripper All Purpose 500ml","Wilko","500ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","342405","Wilko Aluminium Oxide Fine 10pk","Wilko","10 Pack",NA,"1","Aluminium Oxide, Glue, Foam",NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","342406","Wilko Aluminium Oxide Medium 10pk","Wilko","23 x 14cm",NA,"10 Pack","Aluminium Oxide, Glue, Foam",NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","342408","Wilko Aluminium Oxide Assorted 10pk","Wilko","23 x 14cm",NA,"10pk","Aluminium Oxide, Glue, Paper",NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","342716","Wilko Nitrile Gloves","Wilko",NA,"Blue","1",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","342744","Wilko Carpet Protection Tape 600mmx25m","Wilko","600mm x 25M",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","342779","Wilko Masking Tape 24mm x 25m","Wilko","24mm x 25M",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","342780","Wilko Masking Tape Low Tack 24mm x 25m","Wilko","24mm x 25M",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","343136","Wilko Protective Dustsheet 2.4 x 3.6m","Wilko","2.4x3.6m",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","343145","Wilko Steel Wool  Assorted 3pk","Wilko",NA,"Silver","3pk","Steel",NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","343146","Wilko 5 In 1 Tool","Wilko",NA,"Red","1",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","343147","Wilko Putty Knife","Wilko",NA,"Red","1",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","343148","Wilko Combination Shavehook","Wilko",NA,"Red","1",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","343149","Wilko Chisel Knife 38mm","Wilko","38mm","Red","1",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","343150","Wilko Flexible Filling Knife 50mm","Wilko","50mm","Red","1",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","343151","Wilko Stiff Scraper 75mm","Wilko","75mm","Red","1",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","343152","Wilko Stiff Scraper 100mm","Wilko","100mm","Red","1",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","343300","Wilko Filling Blades 4pk","Wilko","4 Pack","Red","4pk",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","343652","Wilko Glass Scraper","Wilko","1 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","343653","Wilko Replacement Blade 39mm 5pk","Wilko","39mm","Silver","5pcs",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","343654","Wilko Glass And Tile Scraper","Wilko","1 Pack","Red","1",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","343655","Wilko Replacement Blade 89mm 5pk","Wilko","89mm","Silver","5pcs",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","344321","Wilko Tarpaulin 2mx1.35m","Wilko","2.3mx1.35m",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","344322","Wilko Tarpaulin 3.5m x 2.6m","Wilko","3.65x2.74m",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","454511","Wilko Washi Masking Tape Smooth 24mm x 20m","Wilko","24mm x 20m","Orange","1",NA,"No",NA,NA,NA,NA,NA,0.65
"DEC","PRP","454512","Wilko Washi Masking Tape Smooth 48mm x 20m","Wilko","48mm x 20m","Orange","1",NA,"No",NA,NA,NA,NA,NA,0.65
"DEC","PRP","454513","Wilko Outdoor Masking Tape 48mm x 50m","Wilko","48mm x 50m","Blue","1pk","Paper, Adhesive","No",NA,NA,NA,NA,NA,0.65
"DEC","PRP","454514","Wilko Masking Film 50cm x 20m","Wilko","50cm x 20m","Clear","1pk","Paper, Adhesive, PE","No",NA,NA,NA,NA,NA,0.65
"DEC","PRP","454733","Wilko Sugar Soap Wipes 50pk","Wilko","19cm x 13cm",NA,"50pk","PP, Viscose non-woven fabric",NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","60969","Wilko Paint Brush Cleaner 500ml","Wilko","500ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","PRP","66386","Wilko Sugar Soap Concentrated 500ml","Wilko","500ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","342783","Wilko Best Cellulose Sponge","Wilko Best","1 Pack",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","343156","Wilko Best Laminated Cotton Dust Sheet","Wilko Best",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","343299","Wilko Best Wire Brush With Scraper","Wilko Best","1 Pack","Red","1",NA,NA,NA,NA,NA,NA,NA,0.9
"DEC","PRP","159223","Wilko Decorator Disposable Gloves Polythene One Size 25pk","Wilko Functional","OneSize",NA,"25pk","Polythene",NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","2702940","Wilko Decorators Sponge 14cm x 10cm x 3.5cm","Wilko Functional","14cmx10cmx3.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","287561","Wilko Sandpaper Assorted Grades Pack x 10 sheets","Wilko Functional","23 x 14cm",NA,"10pk","Quartz Sand, Glue, Paper",NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","287952","Wilko General Purpose Wire Brush","Wilko Functional","1 Pack",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"DEC","PRP","309327","Wilko Decorating Tool Set","Wilko Functional",NA,"Black","3pk",NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","PRP","343139","Wilko Functional Protection Roll 2 x 50m","Wilko Functional","2M x 50M",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","343298","Wilko Functional Filling Knives","Wilko Functional",NA,"Yellow","3pk",NA,NA,NA,NA,NA,NA,NA,0.85
"DEC","PRP","343811","Wilko Polythene Dust Sheet 12x9ft","Wilko Functional","12x9ft",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.8
"DEC","ROL","418559","Harris No Loss Evolution Paint Brush 0.5in","Harris",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","418560","Harris No Loss Evolution Paint Brush 1in","Harris",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","418562","Harris No Loss Evolution Paint Brush 1.5in","Harris",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","418563","Harris No Loss Evolution Paint Brush 2in","Harris",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","418564","Harris No Loss Evolution Paint Brush 3in","Harris",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","418565","Harris No Loss Evolution Paint Brush 4in","Harris",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","418566","Harris No Loss Evolution Paint Brush Set 3pcs","Harris",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","418567","Harris No Loss Evolution Paint Brush Set 5 Piece","Harris",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","419392","Harris Powercoat Roller Sleeve and Extension Pole9in","Harris","9in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"DEC","ROL","419393","Harris Powercoat Roller Set 9in","Harris","9in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","419394","Harris Powercoat Replacement Roller Sleeve 9in","Harris","9in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","419395","Harris Powercoat Jumbo Mini Roller Set 4in","Harris","4in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","419396","Harris Powercoat Jumbo Mini Replacement Sleeves","Harris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"DEC","ROL","445633","Harris Taskmaster Decorating Set 10pcs","Harris",NA,"Black","10pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","453054","Harris Masonry Roller Extendable Pole 9in","Harris","9in Roller Frame and Sleeve, 1-2m Extension Pole",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","287949","Wilko Artist Brush x 5","Wilko","5 Pack",NA,"5",NA,NA,NA,NA,NA,NA,NA,0.93
"DEC","ROL","287950","Wilko General Purpose Paintbrush Set 2pcs","Wilko","2 Pack",NA,"2pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","288309","Wilko Comfy Grip Shed/Fence Block Brush","Wilko","130mm","Multi","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"DEC","ROL","288311","Wilko Flat Timbercare Brush 4in","Wilko","100mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","288317","Wilko Paint Kettle 2L","Wilko","2L",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","ROL","288318","Wilko Mini Paint Container Capacity 800ml","Wilko","0.8L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343090","Wilko Roller and Tray 9in","Wilko","9in",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","343094","Wilko Roller Kit 4in","Wilko","4in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343098","Wilko Masonry Kit","Wilko","9in","Multi","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"DEC","ROL","343104","Wilko Stick Roller Frame 4in","Wilko","4in","Multi","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"DEC","ROL","343108","Wilko Long Armstick Roller Frame 4in","Wilko","4in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343110","Wilko Smooth Sleeve 9in","Wilko","9in",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","343111","Wilko Rough Sleeve 9in","Wilko","9in",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","343127","Wilko Extending Pole 1-2m","Wilko","2m","Multi","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"DEC","ROL","343129","Wilko Paint Tray 9in","Wilko","9in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343158","Wilko Scuttle Capacity 15L","Wilko","15L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343163","Wilko Woodcare Brush 2in","Wilko","2in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343164","Wilko Brush 0.5in","Wilko","0.5in",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","343165","Wilko Brush 1in","Wilko","1in",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","343166","Wilko Brush 1.5in","Wilko","1.5in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343167","Wilko Brush 2in","Wilko","2in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343168","Wilko Brush 3in","Wilko","3in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343169","Wilko Brush 4in","Wilko","4in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343170","Wilko Angled Brush 1in","Wilko","1in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343172","Wilko Brush Set 3pk","Wilko",NA,NA,"3pk",NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343173","Wilko Brush Set 5pk","Wilko","5 Pack",NA,"5pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","343174","Wilko Nook And Cranny Brush 1in","Wilko","1in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343301","Wilko Paint Shield","Wilko","1 Pack","Red","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"DEC","ROL","344319","Wilko Masonry Sleeve 9in","Wilko","9in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","344323","Wilko Emulsion Rollers 4in 2pk","Wilko","4in",NA,"2pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","344909","Wilko Paint Pad Set","Wilko","3 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","344912","Wilko Paint Pad Large","Wilko","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","344913","Wilko Paint Pad with Handle Large","Wilko","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","428430","Wilko Brush Set 10pk","Wilko",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","449578","Wilko Shed and Fence Kit","Wilko","Assorted","Multi","5pk",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"DEC","ROL","450631","Wilko Paint Roller Sleeve Smooth Finish Emulsion 9in 3pk","Wilko","9in Roller Sleeve",NA,"3pk",NA,NA,NA,NA,"N/A",NA,NA,0.941666666666667
"DEC","ROL","450632","Wilko Paint Roller Extendable Pole 9in","Wilko","1 to 2m Pole 9in Frame/Sleeve",NA,"1",NA,NA,NA,NA,"N/A",NA,NA,0.941666666666667
"DEC","ROL","450633","Wilko Paint Roller Kit Small Spaces 6 Piece","Wilko","7in Tray; 4in Roller Set",NA,"6pcs",NA,NA,NA,NA,"N/A",NA,NA,0.941666666666667
"DEC","ROL","453797","Wilko Complete Decorating Kit 10 Piece","Wilko",NA,"Multi","10pcs",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","453798","Wilko Time Saver Kit 9in","Wilko","9in","Multi","3pcs",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"DEC","ROL","453799","Wilko Time Saver Roller Sleeve 9in","Wilko","9in","Multi","1pk",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"DEC","ROL","453800","Wilko Shed and Fence Roller Sleeve 4in","Wilko","4in","Green","1pk",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"DEC","ROL","454518","Wilko Furniture Paint Stubby Brush","Wilko","1.5cm x 5cm x 17.5cm",NA,"1pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","454519","Wilko Furniture Paint Brush 1.5in","Wilko","1.5cm x 4cm x 23cm",NA,"1pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","454520","Wilko Smooth Finish Roller Kit 7in","Wilko","7in tray, 7in roller frame, 7in microfibre sleeve","Multi","3pcs",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"DEC","ROL","454734","Wilko Mini Touch Up Kit","Wilko",NA,NA,"1pk",NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","455053","Wilko Furniture Painting Kit","Wilko",NA,NA,"3pk",NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343137","Wilko Best Brush Set 3pk","Wilko Best","3 Pack",NA,"3pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","343138","Wilko Best Brush Set 5pk","Wilko Best","5 Pack",NA,"5pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","287944","Wilko Functional Paintbrush 100mm/4in","Wilko Functional","100mm, 4in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DEC","ROL","343081","Wilko Functional Block Brush","Wilko Functional","3x12cm","Black","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"DEC","ROL","343159","Wilko Func. Roller Tray Set 9In","Wilko Functional","9in","Black",NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333
"DEC","ROL","343160","Wilko Functional Brush Set 5pk","Wilko Functional","5 Pack",NA,"5pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","343161","Wilko Functional Brush Set 3pk","Wilko Functional","3 Pack",NA,"3pk",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","ROL","343187","Wilko Functional Mini Roller and Tray 4in","Wilko Functional","4in","Black",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DEC","STE","147042","ABRU Combination Ladder 3 Way","Abru","H:186xW:46xD:15.1cm",NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,1
"DEC","STE","2788040","Abru 4 Tread Step Ladder","Abru","H:140cxW:42xD:12cm",NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,1
"DEC","STE","342713","ABRU Heavy Duty 2 Step and Stool Grey","Abru","H:90xW:49xD:5cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","STE","342714","ABRU Work Platform Handy Silver Effect 0.5m x 0.69x 0.3m","Abru","H:50xW:69xD:30cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","STE","74762","Abru Domestic Step Ladder Aluminium 2 Tread","Abru","H:110xW:31.5xD:11.5cm",NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,1
"DEC","STE","ab00001","Abru 3 Tread Step Ladder Chrome","Abru","0.70m",NA,NA,"Steel",NA,NA,NA,NA,NA,NA,0.95
"DEC","STE","ab00002","Abru 10Way Combination Step Ladder","Abru",NA,NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,0.8625
"DEC","STE","ab00003","Abru 5Way Combination Ladder and Platform","Abru",NA,NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,0.8625
"DEC","STE","ab00005","Abru Loft Ladder Access Kit Wood","Abru",NA,NA,NA,"Timber",NA,NA,NA,NA,NA,NA,0.8625
"DEC","STE","ab00006","Abru Triple Extension Ladder Aluminium","Abru",NA,NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,0.8625
"DEC","STE","ab00007","Abru 2 Tread Stepstool Chrome","Abru",NA,NA,NA,"Steel",NA,NA,NA,NA,NA,NA,0.8625
"DEC","STE","ab00008","Abru Handy Work Platform Aluminium","Abru",NA,NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,0.9125
"DEC","STE","ab00010","Abru Triple Extension Ladder Aluminium","Abru",NA,NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,0.8625
"DEC","STE","ab00011","Abru Step Ezee 2 Step Stepstool","Abru",NA,NA,NA,"Steel",NA,NA,NA,NA,NA,NA,0.8625
"DEC","STE","ab00012","Abru 2 Step Large Stepstool","Abru",NA,NA,NA,"Steel",NA,NA,NA,NA,NA,NA,0.8625
"DEC","STE","ab00013","Abru 5 Tread High Handrail Stepladder","Abru",NA,NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,0.8625
"DEC","STE","ab00015","Abru Maxi Work Platform","Abru",NA,NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,0.9125
"DEC","STE","ab00016","Abru 3 Way Combination ladder with Tray","Abru",NA,NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,0.8625
"DEC","STE","ab00017","Abru Easy Stow 3  Section Loft Ladder","Abru",NA,NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,0.8625
"DEC","STE","ab00018","Abru Easy Stow 3  Section Loft Ladder","Abru",NA,NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,0.8625
"DEC","STE","ab00019","Abru DIY 2.5m Double Extension Ladder","Abru","2.5m",NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,0.95
"DEC","STE","ab00020","Abru DIY 3.4m Double Extension Ladder","Abru","3.4m",NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,0.95
"DEC","STE","ab00021","Abru DIY 2.8m Triple Extension Ladder","Abru","2.8m",NA,NA,"Aluminium",NA,NA,NA,NA,NA,NA,0.95
"DEC","TIL","112247","Unibond Quick Grout Triple Protection Anti-Mould Waterproof White 300g","Unibond","300g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"DEC","TIL","234976","Unibond Wall Tile Adhesive and Grout with Anti-Mould White 3.2kg","Unibond","Standard",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"DEC","TIL","245984","Unibond Anti Mould Shower and Bathroom Sealant White 300ml","Unibond","300ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","TIL","253772","UniBond Anti Mould Sealant Kitchen and Bathroom Translucent 300ml","Unibond","300ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","TIL","253990","Unibond Sealant Remover and Smoother","Unibond",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","TIL","256754","Unibond Anti Mould Grout Reviver for Walls and Floors Ice White 15ml","Unibond","15ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"DEC","TIL","256755","Unibond Grout Reviver White 125ml","Unibond","125ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"DEC","TIL","288813","UniBond Weather-Guard Outdoor Sealant Roof and Gutter Flexible Black","Unibond","300ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","TIL","288814","UniBond Sealant Finishing Tool","Unibond","1 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","TIL","288815","Unibond Silicone Sealant Remover 300ml","Unibond","300ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","TIL","288853","UniBond Weather Guard Outdoor Window and Frame Sealant White","Unibond","300ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","TIL","288855","UniBond Super Window and Door Frame Interior and Exterior Sealant Brown 300ml","Unibond","300ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","TIL","293620","UniBond Quick Fix and Grout Tube Large Ice White","Unibond",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"DEC","TIL","3144548","Unibond Super All Purpose Silicone Sealant Translucent 300ml","Unibond","300ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","TIL","3144578","Unibond Super All Purpose Silicone Sealant White 300ml","Unibond","300ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","TIL","322243","Unibond Kitchen and Bathroom Sealant Anti-Mould Translucent   150ml","Unibond","150ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","TIL","322244","Unibond Kitchen and Bathroom Sealant Anti-Mould White 150ml","Unibond","150ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","TIL","323145","Unibond Grout Reviver Pen Ice White 7ml","Unibond","7ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","TIL","335312","Unibond Shower, Bathroom and Kitchen Speed Seal Sealant White 300ml","Unibond","300ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","TIL","335313","Unibond Shower Bathroom and Kitchen Anti-Mould Sealant Triple Protection White 300ml","Unibond","300ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","TIL","340965","Unibond Kiwispeed Sealant White 208ml","Unibond",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"DEC","TIL","341323","Unibond Go Seal 100ml","Unibond","100ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","TIL","35842","Unibond Advanced All Purpose Waterproof Adhesive and Grout with Anti-Mould White 1.38kg","Unibond","1.38kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"DEC","TIL","433396","Unibond Re-New Silicone Sealant Ice White 130g","Unibond","130g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","TIL","64067","Unibond All Purpose Interior Sealant White 467g","Unibond","300ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","TIL","74273","Unibond Advanced All Purpose Waterproof Adhesive 1.5kg","Unibond","1.5kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"DEC","TIL","157232","Wilko Decorator Sealant All-Purpose Silicone White300g","Wilko","300ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"DEC","TIL","157233","Wilko All-Purpose Silicone Sealant Translucent 300g","Wilko","300ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
