"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Capacity","Age","Model Number","DQ Score"
"TOI","MED","340758","Wilko Garlic Extract 180pk","Wilko",NA,NA,"180pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340759","Wilko High Strength Evening Primrose Oil 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","340761","Wilko Vitamin E 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340762","Wilko Evening Primrose and Cod Liver Oil 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","340763","Wilko Cod Liver and Glucose 30pk","Wilko",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","347899","Wilko Party Feet  Heel Cushions 1 Pair","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","347900","Wilko Party Feet  Heel Shields 1 Pair","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348279","Wilko Nit Comb  Metal","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","348280","Wilko Throat Lozenges 24pk","Wilko",NA,NA,"24pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348281","Aqueous Cream Tub 500g","Wilko","500g",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","MED","348283","Wilko Refresh Foot Spray 100ml","Wilko","100ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","348286","Wilko Athletes Foot Cream 20g","Wilko","20g",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","348290","Wilko Lens Cleaning Spray 50ml","Wilko","50ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","348291","Wilko Glasses Wipe 3pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348292","Wilko Dry Eye Drop 10ml","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348293","Wilko Eye Brightener 10ml","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348295","Wilko All In One For All Lenses 250ml","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348296","Wilko Ginkgo Biloba Extract 30pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348299","Wilko Omega 3 Fish Oil 90pk","Wilko",NA,NA,"90",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348300","Wilko Multivitamins and Iron 180pk","Wilko",NA,NA,"180",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348301","Wilko A-Z Multivits and Minerals 90pk","Wilko",NA,NA,"90",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348303","Wilko Vitamin C Chewy 90pk","Wilko",NA,NA,"90",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348306","Wilko Vitamin C and Zinc Tablets 60pk","Wilko",NA,NA,"60",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348307","Wilko Glucosamine 180pk","Wilko",NA,NA,"180",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348308","Wilko Glucosamine 90pk","Wilko",NA,NA,"90",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348309","Wilko Zinc 90pk","Wilko",NA,NA,"90",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348310","Wilko Glucosamne Extra High Strength 30pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348311","Wilko Glucosamine and Chondroitin with Manganese90s","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348312","Wilko High Strength Glucosamine MSM andChondroitin Tablets 30pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348313","Wilko Vegetarian High Strength Garlic Capsules860mg 30pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348314","Wilko Starflower Oil 1000mg 30pk","Wilko",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348315","Wilko Calcium and Vitamin D 90pk","Wilko",NA,NA,"90",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348316","Wilko Magnesium B6 30pk","Wilko",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","348317","Wilko Selenium With Vitamins 60pk","Wilko",NA,NA,"60",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348318","Iron Tablets 14mg 90pk","Wilko",NA,NA,"90",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","348320","Wilko B Complex 90pk","Wilko",NA,NA,"90",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348321","Wilko Folic Acid 90pk","Wilko",NA,NA,"90",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","348322","Wilko Pregnancy Tablets 30pk","Wilko",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348323","Wilko Cranberry Extract Tablets 200mg60pk","Wilko",NA,NA,"60",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","348324","Wilko Mens Health Tablets 30pk","Wilko",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348325","Wilko Vitamin D 90pk","Wilko",NA,NA,"90",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348326","Wilko Skin Hair and Nail Tablets 30pk","Wilko",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348327","Wilko Milk Thistle 30pk","Wilko",NA,NA,"30pk",NA,"No",NA,NA,NA,NA,0.65
"TOI","MED","348328","Wilko Co-Enzyme Q10 and Vitamin B1 30pk","Wilko",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348329","Wilko Pill Organiser","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348331","Wilko Tea Tree Oil 10ml","Wilko","10ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","348338","Wilko Lavender Oil 10ml","Wilko","10ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","348431","Wilko Digital Thermometer","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348433","Wilko Ear Plugs  6pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348437","Wilko First Aid Kit Travel","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348440","Wilko Microporous Tape 5 x 2.5m","Wilko","5x2.5m",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","348441","Wilko Sterile Adhesive Dressing 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348442","Wilko Blister Plasters 5pk","Wilko",NA,NA,"5",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348443","Wilko Faster Healing Plasters 16pk","Wilko","16 Pack",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","348449","Wilko Tubular Bandage D","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348450","Wilko Tubular Bandage C","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348451","Wilko Elasticated Ankle Support","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348453","Wilko Extra Tough Plasters 12pk","Wilko",NA,NA,"12",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348454","Wilko Plaster Kids 30pk","Wilko",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348455","Wilko Waterproof Dressing Strips 10pk","Wilko",NA,NA,"10",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348456","Wilko Fabric Dressing Strip 10pk","Wilko",NA,NA,"10",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348457","Wilko Plaster Sensitive 36pk","Wilko",NA,NA,"36",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348458","Wilko Blue Plaster 40pk","Wilko",NA,NA,"40",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348459","Wilko Washproof Plaster 40pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348468","Corn Removal Plasters 6pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","348470","Wilko Cracked Heel Cream 75ml","Wilko","75ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","348471","Wilko Daily Moisturising Foot Cream 75ml","Wilko","75ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","348473","Wilko Callous Pads 2pk","Wilko",NA,NA,"2",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348474","Wilko Foam Corn Protectors 9pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348475","Wilko Fleecy Padding Sheet 1pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348495","Wilko Menopause Mid Stream","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.86
"TOI","MED","348497","Wilko Dancing Feet 1pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348498","Wilko Gel Toe Protector 1pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348499","Wilko Gel Bunion Protector 1pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348500","Wilko Gel Heel Cushion 1pk","Wilko",NA,NA,"2",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348502","Wilko Blue Cohesive Bandage","Wilko","7.5x4.5cm",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348504","Wilko Antiseptic Wipes 10pk","Wilko",NA,NA,"10",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348505","Wilko Bandage Crepe 7 x 4cm","Wilko","7x4cm",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","348506","Wilko Fixing Bandage","Wilko","5x4cm",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","348507","Wilko Tubular Bandage Size E","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348508","Wilko Skin Closure Strips 8pk","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","MED","348510","Wilko Non Adherent Pads 5pk","Wilko",NA,NA,"5pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348511","Wilko Fabric Strapping 3m","Wilko","3mx2.5cm",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348512","Wilko Elasicated Knee Support","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348513","Wilko Graze Plaster 5pk","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","MED","348514","Wilko Nasal Strips 10pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348515","Wilko Cushioned Plaster 20pk","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348518","Wilko Aquaproof Plasters 16pk","Wilko",NA,NA,"16",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348519","Wilko Fabric Plasters 40pk","Wilko",NA,NA,"40",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","349748","Bells Childrens Dry Tickly Cough 200ml","Wilko","oral liquid",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","MED","349944","Lint 10 x 45cm","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","350622","Wilko Nasal Spray Beclometasone 10 Sprays","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","351223","Pink Cohesive Bandage","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8625
"TOI","MED","407017","Wilko Childrens Saline Nasal Spray 15ml","Wilko","15ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","MED","413414","Wilko Kids Chewy Multi Vitamins and Minerals 90pk","Wilko",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","426364","Wilko Antacid Peppermint 72pk","Wilko",NA,NA,"72",NA,"No",NA,NA,NA,NA,0.65
"TOI","MED","426365","Wilko Antacid Fruit 72pk","Wilko",NA,NA,"72",NA,"No",NA,NA,NA,NA,0.65
"TOI","MED","62851","Wilko Dry Tickly Cough 200ml","Wilko","200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","348448","Wilko Functional Stretch Bandage","Wilko Functional","5x4m",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","MED","244119","Wind Setlers Easy to Swallow Gel Caps 24pk","Windsetlers",NA,NA,"24pk",NA,"No",NA,NA,NA,NA,0.6
"TOI","MED","352256","XLS Fat Binder 30pk","XLS Medical","30 tabs",NA,"30",NA,NA,NA,NA,NA,NA,0.9
"TOI","MED","406759","XLS Direct Sachets 15pk","XLS Medical","15 sachets",NA,"15",NA,NA,NA,NA,NA,NA,0.95
"TOI","MED","435264","XLS Max Strength 20pk","XLS Medical",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,0.8125
"TOI","MED","224733","Zovirax Cold Sore Cream 2g","Zovirax","2g",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","287321","Giorgio Beverly Hills Eau de Toilette 30ml","Armani","100ml",NA,"1",NA,NA,NA,NA,NA,NA,0.9
"TOI","PER","445556","Georgio Armani Code EDP Femme 30ml","Armani","30ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","445557","Georgio Armani Code Pour Homme Eau de Toilette50ml","Armani","50ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","452658","Emporio Armani Diamond Rose Eau de Toilette 30ml","Armani","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","PER","333346","Beckham Instinct Eau de Toilette 75ml","Beckham","75ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","406499","Beckham Intimately Him 75ml EDT","Beckham","75ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","425199","Beyonce Heat Eau De Parfum 100ml","Beyonce","100ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","425200","Beyonce Midnight Heat Eau De Parfum 100ml","Beyonce","100ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","245083","Britney Spears Curious Eau de Parfum 30ml","Britney Spears","30ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","445552","Anais Anais Eau De Toilette 30ml","Cacharel","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.9
"TOI","PER","449713","Cacharel Amor Amor Eau de Toilette 30ml","Cacharel","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","PER","449714","Calvin Klein CK One Eau de Toilette 50ml","Calvin Klein","50ml",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","PER","425246","Cerrutti 1881 Eau de Toilette Femme 30ml","Cerruti","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","PER","442606","Christina Aguilera Eau de Parfum 30ml","Christina Aguilera","30ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","252640","Davidoff Cool Water Deodorant 75ml","Davidoff","75ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","283624","Davidoff Cool Water Deodorant for Women 100ml","Davidoff","100ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","295681","Davidoff Cool Water Eau de Toilette 50ml","Davidoff","50ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","340276","Davidoff Cool Water Eau de Toilette 40ml","Davidoff","40ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","442608","Davidoff Cool Water Eau de Toilette Spray 125ml","Davidoff","125ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","442609","Davidoff Hotwater Men Eau de Toilette 60ml","Davidoff","60ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","425207","DKNY Eau de Toilette Female 30ml","DKNY","30ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","425241","DKNY Eau de Toilette Male 30ml","DKNY","30ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","442611","DKNY MYNY Eau de Parfum 30ml","DKNY","30ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","223508","Elizabeth Arden Sunflowers Eau de Toilette 100ml","Elizabeth Arden","100ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","445554","FCUK Her Eau de Toilette 100ml","FCUK","100ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","445555","FCUK Him Eau de Toilette 100ml","FCUK","100ml",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","PER","445558","Issey Miyake For Him Eau de Toilette 75ml","Issey Miyake","75ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","258060","Joop! Jump Eau de Toilette 100ml","Joop","100ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","305358","Joop! Homme Deodorant 75ml","Joop","75ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","425928","Joop Homme Splash 75ml","Joop","75ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","72982","Joop Homme Eau de Toilette 75ml","Joop","75ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","PER","449709","Katy Perry Mad Potion Eau de Parfum 30ml","Katy Perry","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","PER","449710","Lady Gaga Eau de Parfum 30ml","Lady GAGA","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","PER","442612","Police For Men Eau de Toilette 100ml","Police","100ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","449670","Charlie Blue Eau De Toilette Spray 100ml","Revlon","100ml",NA,"1",NA,NA,NA,NA,NA,NA,0.9
"TOI","PER","449671","Charlie Red Eau de Toilette 100ml","Revlon","100ml",NA,"1",NA,NA,NA,NA,NA,NA,0.9
"TOI","PER","449711","Samantha Faiers La Bella Eau de Parfum 100ml","Samantha Faiers","100ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","425244","Tommy Girl Eau de Toilette 30ml","Tommy Hilfiger","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","PER","425245","Tommy Men Eau de Toilette 30ml","Tommy Hilfiger","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","PER","425216","Vera Wang Princess Eau de Toilette 30ml","Vera Wang","30ml",NA,"1",NA,NA,NA,NA,NA,NA,1
"TOI","PER","442613","Vera Wang Lovestruck Eau de Parfum 30ml","Vera Wang","30ml",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","PER","449697","Vera Wang Lovestruck Eau De Parfum 100ml","Vera Wang","100ml",NA,"1",NA,NA,NA,NA,NA,NA,0.95
"TOI","SAN","125949","Always Maxi Long Plus 12pk","Always",NA,NA,"12",NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","204646","Always Maxi Night 10pk","Always",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","255191","Always Normal Breathable Panty Liners Normal 60pk","Always","Normal",NA,"60pk",NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","273839","Always Dailies Liner Long Plus 44pk","Always",NA,NA,"44",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","279855","Always Liner Fresh Wrapped 20pk","Always",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","287300","Always Ultra Duo Normal Plus/Long 26pk","Always",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","287351","Always Ultra Duo Long Plus 22pk","Always",NA,NA,"22",NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","287353","Always Ultra Duo Normal 30pk","Always",NA,NA,"30",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","332924","Always Dailies Pantyliners Normal 32pk","Always","Normal",NA,"32pk",NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","332925","Always Dailies Pantyliners Long Plus 24pk","Always","Long Plus",NA,"24pk",NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","332933","Always Dailies Pantyliners Discreet Incredibly Thin 30pk","Always",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","332935","Always Dailies Pantyliners Discreet Normal 24pk","Always","Normal",NA,"24pk",NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","352822","Always Discreet Liners Plus 20pk","Always",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","352824","Always Discreet Normal 12pk","Always",NA,NA,"12",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","352826","Always Discreet Long 10pk","Always",NA,NA,"10",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","352831","Always Discreet Pants Med 12pk","Always",NA,NA,"12",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","352832","Always Discreet Pants Large 10pk","Always",NA,NA,"10",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","416093","Always Sensitive Normal Pads 16pk","Always",NA,NA,"16",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","416104","Always Sensitive Normal Plus Pads 14pk","Always",NA,NA,"14",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","416532","Always Ultra Duo Pads Night 20pk","Always",NA,NA,"20",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","430186","Always Dailies Pantyliner Large","Always",NA,NA,"52",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","432901","Always Ultra Mainline Single Night","Always",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","432902","Always Ultra Single Long Plus","Always",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","432903","Always Ultra Single Normal","Always",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","432904","Always Ultra Single Normal Plus","Always",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","441181","Always Discreet Long Plus Pads 8pk","Always",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","441182","Always Ultra Single Secure Night 9pk","Always",NA,NA,NA,NA,"No",NA,NA,NA,NA,0.65
"TOI","SAN","100604","Bodyform Ultra Towels Normal 16pk","Bodyform",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","117629","Bodyform Ultra Towels Normal Wings 14pk","Bodyform",NA,NA,"14",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","117632","Bodyform Ultra Towels Long Wings 12pk","Bodyform",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","146236","Bodyform Ultra Towels Goodnight Wings 10pk","Bodyform",NA,NA,"10",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","157795","Bodyform Daily Fresh Liners String 30pk","Bodyform",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","197930","Bodyform Daily Fresh Liners So Slim Wrapped 34pk","Bodyform",NA,NA,"34pk",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","246184","Bodyform Daily Fresh Liners Extra Long 24pk","Bodyform",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","272958","Bodyform Ultra Towels Normal Scented 16pk","Bodyform",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","272959","Bodyform Ultra Towels Normal Scented Wings 12pk","Bodyform",NA,NA,"1",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","272960","Bodyform Daily Fresh Liners So Slim ScentedWrapped 32pk","Bodyform",NA,NA,"32",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","329632","Bodyform Ultra Towels Normal Wings Duo 28pk","Bodyform",NA,NA,"28pk",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","352125","Bodyform Daily Fresh Liners Normal MultistyleWrapped 30pk","Bodyform",NA,NA,"30pk",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","74187","Bodyform Maxi Towels Normal 18pk","Bodyform",NA,NA,"16pk",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","74188","Bodyform Maxi Towels Long 16pk","Bodyform","Maxi",NA,"14pk",NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","76715","Carefree Liner Fresh 20pk","Carefree",NA,NA,"20",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","82316","Carefree Breathable Single Wrapped Pantyliners20pk","Carefree",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","283508","Li-lets Tampons Super Plus Extra 14pk","li-Lets",NA,NA,"14",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","332790","Li-lets Tampons Super 16pk","li-Lets","Super",NA,"16pk",NA,NA,NA,NA,NA,NA,1
"TOI","SAN","332793","Li-lets Tampons Regular 16pk","li-Lets",NA,NA,"16",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","255194","Tampax Compak Super Plus Applicator Tampons 20pk","Tampax",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","255195","Tampax Compak Super Tampons 20pk","Tampax",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","255196","Tampax Compak Regular Applicator Tampons 20pk","Tampax",NA,NA,"20",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","263698","Tampax Super Plus 20pk","Tampax","Super Plus",NA,"20pk",NA,NA,NA,NA,NA,NA,1
"TOI","SAN","263699","Tampax Super 20pk","Tampax",NA,NA,"20",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","263700","Tampax Regular 20pk","Tampax","Regular",NA,"20pk",NA,NA,NA,NA,NA,NA,1
"TOI","SAN","279036","Tampax Pearl Regular 20pk","Tampax",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","279037","Tampax Pearl Super 18pk","Tampax",NA,NA,"18pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","417533","Tampax Compak Pearl Super Plus 18pk","Tampax",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","417534","Tampax Compak Pearl Super 18pk","Tampax",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","417535","Tampax Compak Pearl Regular 18pk","Tampax",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","165343","TENA Lady Normal 12pk","Tena",NA,NA,"12pk",NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","194199","TENA Lady Extra 10pk","Tena",NA,NA,"10pk",NA,NA,NA,NA,NA,NA,0.9125
