"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","DQ Score"
"PET","GEN","439474","Leather Collar Large Brown / Black 22-26in","Wilko","Large 22-26 inch",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","GEN","439475","Leather Lead Brown / Black 46in","Wilko","46 inch",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","GEN","450636","Wilko Chalkboard Dog Bowl Small","Wilko","Small",NA,NA,"Stoneware",NA,NA,NA,NA,NA,NA,0.85
"PET","GEN","450637","Wilko Chalkboard Dog Bowl Medium","Wilko","Medium",NA,NA,"Stoneware",NA,NA,NA,NA,NA,NA,0.85
"PET","GEN","450638","Wilko Chalkboard Dog Bowl Large","Wilko","Large",NA,NA,"Stoneware",NA,NA,NA,NA,NA,NA,0.85
"PET","GEN","453204","Wilko Rubber Dog Toy","Wilko","33.5cm x 10.2cm x 1.2cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","453413","Wilko Furry Face Ball Dog Toy","Wilko","10cm x 11cm x 11cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","453414","Wilko 5 Ring Chain Dog Toy","Wilko","2cm x 15cm x 58cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","453447","Wilko Dog Dry Shampoo 200ml","Wilko","200ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","453816","Wilko Fipronil Small Dog Spot On 3 Tube","Wilko","3pk",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","453817","Wilko Medium Dog Spot On 3pk","Wilko","3pk",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","453818","Wilko Large Dog Spot On 3pk","Wilko","3pk",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","453820","Wilko Dog Spot On Flea Repellent 2 Tubes","Wilko","2pk",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","453923","Wilko Chewy Character Dog Toy","Wilko","15cm x 5.5cm x 5.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","453924","Wilko Spikey Hedgehog Dog Toy","Wilko","19cm x 12cm x 12cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","454018","Wilko Wild Animal Dog Toy","Wilko","1 Toy",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","454019","Wilko Tough Bone Dog Toy","Wilko","1 Toy",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","454193","Wilko Floating Rubber Ball 3pk","Wilko","6.5cm",NA,"3",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","454194","Wilko Squeaky Tennis Balls","Wilko","7cm",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","454195","Wilko Catch and Flash Ball","Wilko","7.7cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","454197","Wilko Tough Squeaky Plush Assorted","Wilko","20.3cmx12cmx9cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","454198","Wilko Mini Tennis Balls 5pk","Wilko","5pk",NA,"5",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","454199","Wilko Dog Toy Ice Creams Assorted","Wilko","12cmx6.5cmx6.5cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","454200","Wilko Snuggle Lion / Elephant","Wilko","24cmx20cmx15cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","454202","Wilko Rabbit Ball With Squeaker","Wilko","26cmx10cmx10cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","454784","Wilko Chalkboard Dog Treat Tin","Wilko","19.5cm x 14.8cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","454807","Wilko Plush Snake Dog Toy","Wilko","92 x 12 x 10cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","454956","Wilko Insecticidal Dog Flea Shampoo 250ml","Wilko","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","455418","Wilko Moppy Balls","Wilko","Moppy Ball - 14cm x 14cm x 12cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","455419","Wilko Squeaky Toy Assorted","Wilko","Squeaky TPR 16cm x 6cm x 6cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","455420","Wilko Thread Toy Assorted","Wilko","Threads Rope 55cm x 4cm x 4cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","70442","Dog Bowl Metal Large","Wilko","Large",NA,"1","Metal",NA,NA,NA,NA,NA,NA,0.85
"PET","GEN","80522","Wilko Dog Toy Rubber Rope Ball","Wilko","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","GEN","80617","Wilko Dental Chew Toy Bone Nylon Assorted","Wilko","Large",NA,NA,"Nylon","No",NA,NA,NA,NA,NA,0.65
"PET","GEN","9506240","Wilko Vinyl Pet Flea and Tick Collar","Wilko","From 12 weeks","Black","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","GEN","9520044","Wilko Train Solid Rubber Ball Assorted 6.5cm approx","Wilko","6.5cm/approx",NA,NA,"Rubber","No",NA,NA,NA,NA,NA,0.65
"PET","GEN","9531640","Wilko Double Plastic Dog Dinner Assorted Small","Wilko","24.8cm x 13.4cm x 48cm","Multi","1","Plastic",NA,NA,NA,NA,NA,NA,0.95
"PET","GEN","70441","Wilko Round Plastic Dog Dinner Bowl Assorted Large","Wilko Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"PET","GEN","449317","Zoflora Fresh Home Disinfectant 500ml","Zoflora","500ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","LIT","194930","Bob Martin Cat Litter Crystals Silicia 3.8L","Bob Martin","3.8L",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","LIT","411308","Bob Martin Cat Litter Antibacterial 10L","Bob Martin","10L",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","LIT","428893","Bob Martin Cat Litter Freshener 400g","Bob Martin","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","LIT","453825","Wilko Cat Litter Concrete Mineral 10L","Bob Martin","10L",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","LIT","232306","Catsan Cat Litter Hygiene 10L","Catsan","10L",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","LIT","335059","Curver Petlife Covered Pet Litter Tray Black","Curver","39cmx39cmx51cm","Black","1",NA,NA,NA,NA,NA,NA,NA,1
"PET","LIT","453151","OUT Super Strength Stain and Odour Remover500ml","OUT!","500ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.88
"PET","LIT","109583","Wilko Cat Litter Tray Liners 15pk","Wilko","48cmx38cm",NA,"15",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","LIT","121972","Wilko Cat Litter Fullers Earth Clumping 10L","Wilko","10L",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","LIT","419227","Wilko Cat Litter Lightweight 10L","Wilko","10 litre",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","LIT","433627","Wilko Cat Litter Silicia 3.8L","Wilko","3.8L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","LIT","434324","Wilko Cat Litter Ultra Clumping 5L","Wilko","5L",NA,"5L",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","LIT","70462","Wilko Wood Based Cat Litter 15L","Wilko","15L",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","LIT","80180","Wilko Cat Toilet Assorted Colours","Wilko",NA,"Multi","1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","LIT","9532740","Wilko Cat Litter Tray Assorted Colours Large","Wilko","40cm x 30cm x 10cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","LIT","287684","Wilko Functional Cat Litter 8L","Wilko Functional","8L",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","SMA","303685","Beaphar Small Animal Cage Fresh Granules 600g","Beaphar","600g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","303686","Beaphar Small Animal Anti-Parasite Spot On 4pk","Beaphar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"PET","SMA","80146","Classic Crystal Bunny Bottle Delux 320ml","Classic Pet Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"PET","SMA","80147","Classic Crystal Bunny Bottle Delux 600ml","Classic Pet Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"PET","SMA","405711","Harringtons Optimum Rabbit Food 2kg","Harringtons","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","346561","Mr Johnsons Ferret Food  2kg","Mr Johnsons","2kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","417685","Pico XL Small Animal Hamster Cage","Rosewood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"PET","SMA","437009","Rosewood Small Animal Toy Blossom Tower","Rosewood",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","437012","Abode Small Animal Hamster Cage","Rosewood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"PET","SMA","437014","Rosewood Small Animal Toy Foraging Cylinder","Rosewood",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","423480","Smartpet Small Animal Wood Shavings 10kg","Smart Pet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9
"PET","SMA","182648","Wagg Rabbit Food Bunny Brunch 2kg","Wagg","2kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","182722","Wagg Hamster Gerbil and Mouse Food 1kg","Wagg","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","238921","Wagg Guinea Pig Food 2kg","Wagg","2kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","122059","Wilko Hamster Play Ball Diameter 17cm","Wilko","17cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","SMA","138283","Wilko Small Animal Disinfectant Cleaner 300ml","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","149600","Wilko Small Animal Fruity Stick Treats forRabbits and Guinea Pigs 2pk","Wilko","50g",NA,"2",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","150084","Wilko Small Animal Carrot Bar Treat","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","150085","Wilko Small Animal Treat Nut and Berry Bar ForHamsters","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","150088","Wilko Rabbit and Guinea Pig Apple Bar","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","165258","Wilko Guinea Pig Food Muesli Mix 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","165259","Wilko Rat Food Muesli Mix 1kg","Wilko","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","183096","Wilko Rabbits and Guinea Pig Treats Honey Sticks2pk","Wilko","80g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","229832","Wilko Rabbit Food Fruity Muesli 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","267054","Wilko Small Animal Dandelion and Greet Oat Food100g","Wilko","100g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","267067","Wilko Small Animal Apple Berry and Banana CubesTreats 90g","Wilko","90g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","267331","Wilko Small Animal Chew Tube","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","SMA","280986","Wilko Small Animal Meadow Hay Rolls 7pk 100g","Wilko","1kg",NA,"7",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","284302","Wilko Small Animal Corn on the the Cob Treat 3pk","Wilko","Large",NA,"3",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","303656","Wilko Small Animal Litter Pan","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","303657","Wilko Small Animal Treats Dandelion and FennelSticks 2pk","Wilko","2x60g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","303661","Wilko Small Animal Claw Trimmers","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","303664","Wilko Small Animal Lead and Harness Set Large","Wilko","Large",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"PET","SMA","303670","Wilko Small Animal Seagrass Funball Toy","Wilko","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","SMA","303671","Wilko Small Animal Fun Ball Trio Toy","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"PET","SMA","303672","Wilko Small Animal Treats Nibble Stix 4pk","Wilko",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","303677","Wilko Small Animal Alfalfa Ring Toy","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"PET","SMA","303684","Wilko Small Animal Treats Munching Sticks150g","Wilko","150g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","303694","Wilko Small Animal Timothy Hay 1kg","Wilko","1kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","417680","Wilko Small Animal Hula Rope Chew","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","417681","Wilko Small Animal Edible Hide and Treat","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","417682","Wilko Small Animal Edible Treat and Gnaw LogSmall 2pk","Wilko","Small",NA,"2",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","417683","Wilko Small Animal Edible Treat and Gnaw Log Large","Wilko","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","417686","Wilko Small Animal Treats Carrot and Herb Sticks","Wilko","140g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","417688","Wilko Small Animal Natures Salad Mix 200g","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","417690","Wilko Small Animal Soft n Safe Bedding 20g","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","417703","Wilko Small Animal Carrot and Hay Cottage Medium","Wilko","Medium",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","418587","Wilko Small Animal Rabbit Nugget 1.25kg","Wilko","1.25kg",NA,"1pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","418589","Wilko Small Animal Treats Fruity Crunch 100g","Wilko","100g",NA,"1pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","418776","Wilko Small Animal Treats Chocolate Drops","Wilko","75g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","418779","Wilko Small Animal Treats Berry Drop","Wilko","75g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","433696","Wilko Small Animal Treats Apple Drop 75g","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","436452","Wilko Small Animal Snack Bowl Treat 180g","Wilko",NA,NA,"1","Seeds and Grains","No",NA,NA,NA,NA,NA,0.65
"PET","SMA","437013","Wilko Small Animal Carrot and Hay Cottage Large","Wilko","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","437133","Wilko Small Animal Rabbit Nugget Summer Berries1.25kg","Wilko","1.25kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","438565","Wilko Small Animal Grooming Kit 2pk","Wilko",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","451238","Small Animal Nibble 'n' Dig Meadow","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.8625
"PET","SMA","451241","Wilko Snap 'n' Share Fruit Bars 150g","Wilko","150g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","451242","Wilko Carrot Feeding Bowl","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","452698","Wilko Tropical Fruit Cushions 50g","Wilko","50g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"PET","SMA","452699","Wilko Garden Herb/Apple Cushions 50g","Wilko","50g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","56237","Wilko Wood Shavings for Small Animal","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","70465","Wilko Harvest Straw for Small Animal","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","70466","Wilko Meadow Hay for Small Animal","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","80089","Wilko Wood Shavings for Small Animals","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","80646","Wilko Small Animal Treats Fruity Sticks 2pk","Wilko","80g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","80650","Wilko Small Animal Salt Lick 35g","Wilko","35g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","80876","Wilko Hamster Food Muesli Mix 1kg","Wilko","1kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","94065","Wilko Rabbit Food Muesli Pea Feast 2kg","Wilko","2kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","SMA","94067","Wilko Rabbit Food Muesli Fibre Feast 2kg","Wilko","2kg",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","SMA","80097","Wilko Paper Bedding for Small Animals","Wilko Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"PET","SMA","453253","Crystal Deluxe Drinking Bottle 1.1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"PET","TRT","149887","Bakers Allsorts Dog Treats 98g","Bakers","98g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","232313","Bakers Dog Treats Bacon Flavour Sizzlers 120g","Bakers","120g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","245726","Bakers Dog Treats Whirlers 150g","Bakers","150g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","258070","Bakers Dog Treats Chicken Dental Sticks 7pk","Bakers","230g",NA,"7",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","267181","Bakers Dog Treats Meaty Twist 180g","Bakers","180g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","303696","Bakers Dog Treat Jumbo Meaty Twist 200g","Bakers","200g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","303701","Bakers Dog Treat Dental Delicious Large 270g","Bakers","Large",NA,"7pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","316266","Bakers Dog Treats Chicken Joint for Medium Dogs 7x 180g","Bakers","180g",NA,"7",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","316267","Bakers Dog Treats Joint Delicious Chicken forLarge Dogs 7pk 240g","Bakers","240g",NA,"7",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","346555","Bakers Dog Treats Mini Steaks 150g","Bakers","150g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","450193","Bakers Dog Food Meaty Cuts Chicken 70g","Bakers","70g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","338822","Bonio Dog Treat Biscuits 375g","Bonio","375g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","278057","Good Boy Pigs Ears 2pk","Good Boy","2 x Whole Pigs Ears",NA,"2",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","303706","Misfits Dog Treats Nasher Sticks Chicken and Beef7pk","Misfits","175g",NA,"7",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","303707","Misfits Dog Treats Chomp Treats for Adult Dogs 2pk","Misfits","2Pk",NA,"2",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","303708","Misfits Dog Treats Tangly Twists with TemptingBeef and Cheese 7pk","Misfits","140g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","309241","Misfits Dog Treats Scrufft Bites for Adult Dogs180g","Misfits","180g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","333147","Misfits Dog Treats Tangly Twists Chicken and Egg140g","Misfits","140g",NA,"7",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","121968","Pedigree Schmackos Dog Treats with Beef 20pk","Pedigree","172g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","121969","Pedigree Schmackos Dog Treats with Chicken 20pk","Pedigree","172g",NA,"20",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","149969","Pedigree Jumbone Dog Treat  210g","Pedigree","210g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","164159","Pedigree Jumbone Dog Treats 2pk","Pedigree","200g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","167166","Pedigree Dog Treats Gravy Bones 400g","Pedigree","400g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","177671","Pedigree Dog Treats Milky Biscuits 350g","Pedigree","350g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","189389","Pedigree Dog Treat Daily Dentastix Medium","Pedigree","Medium",NA,"7pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","189390","Pedigree Dog Treat Daily Dentastix Small","Pedigree","110g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","189393","Pedigree Puppy Treats Tubos with Chicken 3pk 72g","Pedigree","72g",NA,"3pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","201500","Pedigree Schmackos Dog Treat 20pk","Pedigree","172g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","243655","Pedigree Dentastix Dog Treats Small 28pk","Pedigree","Small",NA,"28pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","243663","Pedigree Dentastix Dog Treats Medium 28pk","Pedigree","Medium",NA,"28pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","243664","Pedigree Dentastix Dog Treat Daily Oral CareLarge Dog","Pedigree","Large",NA,"7pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","247880","Pedigree Jumbone Dog Treats Chicken and TurkeyMedium 2pk","Pedigree","200g",NA,"2",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","247881","Pedigree Jumbone Dog Treats Chicken Large Dog 210g","Pedigree","210g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","247882","Pedigree Jumbone Dog Treats Beef Small 4pk","Pedigree","180g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","255875","Pedigree Dentastix Dog Treats for Large Dogs 28pk","Pedigree","Large",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","282947","Pedigree Jumbone Dog Treats  4pk","Pedigree","180g",NA,"4",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","290799","Pedigree Rodeo Dog Treats with Beef 8pk","Pedigree","140g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","290806","Pedigree Rodeo Dog Treats with Chicken 8pk","Pedigree","140g",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","303705","Pedigree Dog Treats Markies Minis 500g","Pedigree","500g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","336148","Pedigree Dentastix Dog Treat Fresh Daily OralCare Large Dog","Pedigree","Large",NA,"28pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","336149","Pedigree Dentastix Dog Treat Fresh Daily OralCare Medium Dog","Pedigree","Medium",NA,"28pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","336150","Pedigree Dentastix Dog Treat Fresh Daily OralCare Small Dog","Pedigree","Small",NA,"28pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","336151","Pedigree Dentafresh Dog Treats Large Dog 7pk","Pedigree","Large",NA,"7pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","336152","Pedigree Dentafresh Dog Treats Medium Dog 7pk","Pedigree","Medium",NA,"7pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","336153","Pedigree Dentafresh Dog Treats Small Dog 7pk","Pedigree","Small",NA,"7pk",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","405666","Pedigree Tasty Bites Dog Treats Crunchy Pocketswith Chicken 95g","Pedigree",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","405667","Pedigree Tasty Bites Dog Treats Chewy Cubes withChicken 130g","Pedigree","130g",NA,"130",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","405668","Pedigree Tasty Bites Dog Treats Chewy Slices withBeef 150g","Pedigree","150g",NA,"15",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","405669","Pedigree Tasty Bites Dog Treats Cheesy Nibbleswith Beef and Cheese 140g","Pedigree",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.9125
"PET","TRT","438772","Pedigree Tasty Bites Puppy with Chicken 125g","Pedigree","125g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","56164","Pedigree Markies Dog Treat Original 500g","Pedigree","500g",NA,"1",NA,NA,NA,NA,NA,NA,NA,1
"PET","TRT","448165","Dentalife Dog Chew Large 4pk 142g","Purina","142g",NA,"4",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","448166","Dentalife Dog Chew Large 12pk 426g","Purina","426g",NA,"12",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","448167","Dentalife Dog Chew Medium 5pk 115g","Purina","115g",NA,"5",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","448168","Dentalife Dog Chew Medium 15pk 345g","Purina","345g",NA,"15",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","448169","Dentalife Dog Chew Small 7pk 115g","Purina","115g",NA,"7",NA,NA,NA,NA,NA,NA,NA,0.95
"PET","TRT","448170","Dentalife Dog Chew Small 21pk 345g","Purina","345g",NA,"21",NA,NA,NA,NA,NA,NA,NA,0.8625
"PET","TRT","412164","Nestle Dog Treats Adventuros Wild Boar Nuggets 90g","Purina One","90g",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.95
