"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Washable","Capacity","Power","Model Number","Material","Assembly","DQ Score"
"KIT","PLA","317210","Wilko Colourplay Dish Drainer Purple","Wilko","Dish Drainers","Purple",NA,"48x40x12cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","328650","Wilko Stainless Steel Window Storage Canister3pk","Wilko","Storage Jars","Metal","1","3 Piece",NA,NA,NA,NA,"Stainless Steel",NA,0.95
"KIT","PLA","328899","Wilko Colourplay Cutlery Tray Red","Wilko","Cutlery Trays","Red",NA,"Small",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","351552","Wilko Gloss Curve Dish Drainer Black Large","Wilko","Dish Drainers",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","PLA","414349","Wilko Cutlery Drainer Cream","Wilko","Cutlery Drainers",NA,"1","17cmX16cmX13cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","414350","Wilko Cutlery Drainer Grey","Wilko","Cutlery Drainers",NA,"1","18X16X13CM",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","414351","Wilko Cutlery Drainer Red","Wilko","Cutlery Drainers",NA,"1","17cmX16cmX13cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","414352","Wilko Cutlery Drainer Purple","Wilko","Cutlery Drainers",NA,"1","18X16X13CM",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","433588","Wilko Rectangular Touch Top Bin Angora 45L","Wilko","Push Bins",NA,"1","33x48x65cm",NA,"40L",NA,NA,NA,NA,0.941666666666667
"KIT","PLA","433589","Wilko Rectangular Touch Top Bin Platinuim 45L","Wilko","Push Bins",NA,"1","33x48x65cm",NA,"40L",NA,NA,NA,NA,0.941666666666667
"KIT","PLA","435863","Wilko Bullet Bin Steel 30L","Wilko","Push Bins",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","PLA","435870","Wilko Rectangular Touch Top Bin Black 45L","Wilko","Push Bins","Black","1","33x48x65cm",NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","PLA","450295","Wilko Towel Holder Copper Effect","Wilko","Kitchen Towel Holders",NA,"1","13cm x 13cm x 33cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","450297","Wilko Utensil Holder Copper Effect","Wilko","Utensil Holder",NA,"1","12cm x 12cm x 20.5cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","450300","Wilko Drainer Dish Large Copper Effect","Wilko","Dish Drainers",NA,"1","48cm x 32.5cm x 13.5cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","317169","Wilko Cutlery Tray White Small","Wilko Functional","Cutlery Trays","White",NA,"Small",NA,NA,NA,NA,NA,NA,0.88
"KIT","PLA","317170","Wilko Dish Drainer White Small","Wilko Functional","Dish Drainers","White",NA,"Small",NA,NA,NA,NA,NA,NA,0.88
"KIT","PLA","317172","Wilko Lift Top Waste Bin White 50L","Wilko Functional","Lift Top Bins","White",NA,"50L",NA,"50L",NA,NA,NA,NA,0.891666666666667
"KIT","SPC","450814","Wrist Blood Pressure Monitor",NA,"Blood Pressure Monitor",NA,NA,"8x8x9cm",NA,NA,"Battery",NA,NA,NA,0.825
"KIT","SPC","450815","Active Living Half Step Indoor",NA,"Half Step",NA,NA,"49.5x39.5x9cm",NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","SPC","450817","Active Living Wireless Magnetic Pull Alarm",NA,"Alarm Pull",NA,NA,"4.5x7x12.5cm",NA,NA,"Battery",NA,NA,NA,0.825
"KIT","SPC","450818","Upper Arm Blood Pressure Monitor",NA,"Blood Pressure Monitor",NA,NA,"18x13x9cm",NA,NA,"Battery",NA,NA,NA,0.825
"KIT","SPC","450819","Double Level Chrome Bathrail",NA,"Bath Rail",NA,NA,"10x30.5x58cm",NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","STO","436175","Curver Basket 13L","Curver","Baskets",NA,"1","29x35x13.5cm",NA,NA,NA,NA,"Polypropelyne",NA,0.941666666666667
"KIT","STO","441469","Morphy Richards Sensor Bin Red 30L","Morphy Richards","Sensor Bins","Red",NA,"30l",NA,"30l",NA,"971496/MO",NA,NA,0.95
"KIT","STO","441471","Morphy Richards Sensor Bin Cream 30L 971498MO","Morphy Richards","Sensor Bins","Cream",NA,"30l",NA,"30l",NA,"971498/MO",NA,NA,0.95
"KIT","STO","441472","Morphy Richards Sensor Bin Stainless Steel 30L971499MO","Morphy Richards","Sensor Bins","Metal",NA,"30l",NA,"30l",NA,"971499/MO",NA,NA,0.95
"KIT","STO","328744","Wilko Storage Basket with Carry Handle","Wilko","Baskets","Clear","1",NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"KIT","STO","435941","Wilko Caddy Basket Large","Wilko","Baskets",NA,"1","13.5x19x28cm",NA,NA,NA,NA,"Plastic",NA,0.9
"KIT","STO","435945","Wilko Recycling Bin 34L","Wilko","Recycling Bins",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"KIT","STO","449057","Wilko Sports Bottle 500ml","Wilko","Drinks Bottle",NA,"1","12cmx4.5cmx22.5cm",NA,"500ml",NA,NA,"Polypropylene",NA,0.95
"KIT","TAB","319585","Wilko Colourplay Placemat Cream 30 x 40cm","Wilko","Placemats","Cream",NA,"30x40cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","TAB","319590","Wilko Colourplay Placemat Black30 x 40cm","Wilko","Placemats","Black",NA,"30x40cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","TAB","319609","Wilko Colourplay Table Runner Black30 x 180cm","Wilko","Table Runners","Black",NA,"130x180cm",NA,NA,NA,NA,NA,NA,0.93
"KIT","TAB","427753","Wilko Utility Faux Leather Reversible PlacematsBlack and Grey 2pk","Wilko","Placemats",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","TAB","427754","Wilko Naturals Faux Leather Reversible PlacematsCream and Brown 2pk","Wilko","Placemats",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","TAB","427797","Wilko Pebble Design Placemats4pk","Wilko","Placemats",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","TAB","427798","Wilko Pebble Design Coasters4pk","Wilko","Coasters",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","TAB","427941","Wilko PVC Tablecloth Hearts Design132 x 178cm","Wilko","Table Cloths",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","TAB","427942","Wilko Tablecloth Black and White Check132 x 178cm","Wilko","Table Cloths",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","TAB","427943","Wilko Tablecloth Green Spot 132 x 178cm","Wilko","Table Cloths",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","TEX","317732","Wilko Colourplay Gauntlet Oven GloveBlack","Wilko","Oven Gloves","Black","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","TEX","319069","Wilko Colourplay Adult Apron Black","Wilko","Aprons","Black","1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","TEX","427756","Wilko Tea Towels Love Heart Design3pk","Wilko","Tea Towels",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","TEX","427757","Wilko Oven Glove Love Heart Design","Wilko","Oven Gloves",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","TEX","427758","Wilko Single Oven Mitt Love Heart Design","Wilko","Oven Gloves",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"KIT","TEX","427759","Wilko Adult Apron Love Heart Design","Wilko","Aprons",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
