"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Power","Pack Qty","Size","Age","Material","Model Number","Capacity","Washable","Assembly","DQ Score"
"DIY","BIN","344842","Wilko Night Worker Sign 200X50mm","Wilko","House and Gate Signs",NA,NA,NA,"200x50mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","BIN","344847","Wilko Mini No Smoking Sign Silver","Wilko","House and Gate Signs","Silver",NA,"1","Mini",NA,NA,NA,NA,NA,NA,0.941666666666667
"DIY","BIN","344848","Wilko Callers Only Sign 200x50mm","Wilko","House and Gate Signs",NA,NA,"1","200x50mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","BIN","345221","Wilko Self Adhesive Letters A/B Black 150mm","Wilko","Black Letters","Black",NA,NA,"150mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","BIN","345222","Wilko Self Adhesive  Letters A  And B White 150mm","Wilko","White Letters","White",NA,NA,"150mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","BIN","345223","Wilko Self Adhesive  Letters A/B Floral  150mm","Wilko","Floral Letters",NA,NA,NA,"150mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","BIN","345224","Wilko No Parking 24 Hr Access Sign 300X200mm","Wilko","House and Gate Signs",NA,NA,NA,"300x200mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","BIN","345225","Wilko Vinyl For Sale Sign 200 x  300mm","Wilko","House and Gate Signs",NA,NA,"1","200x300mm",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","BIN","345226","Wilko No Smoking Sign 200 x 300mm","Wilko","House and Gate Signs",NA,NA,NA,"200x300mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","BIN","345227","Wilko Private Property Sign 200 x 300mm","Wilko","House and Gate Signs",NA,NA,NA,"200x300mm",NA,NA,NA,NA,NA,NA,0.825
"DIY","BRA","437733","Masterlock Integrated Crossover Carry Straps Upto 40kg","Master Lock","Multi Purpose Straps",NA,NA,"1","2x crossed straps 2.5m x 25mm with carry handle",NA,"Metal Foam Polyester",NA,NA,NA,NA,0.85
"DIY","BRA","438294","StorePAK Flat Packed Storage Boxes Medium 5pk","StorePAK","Storage Box",NA,NA,"5pk","H40.5cm x W40.5cm x D40.5cm",NA,"Recycled board",NA,NA,NA,NA,0.9
"DIY","BRA","438295","StorePAK Flat Packed Storage Boxes Large 5pk","StorePAK","Storage Box",NA,NA,"5pk","H55cm x W46cm x D46cm",NA,"Recycled board",NA,NA,NA,NA,0.9
"DIY","BRA","438296","StorePAK Flat Packed Eco Archive Storage Boxes 5pk","StorePAK","Storage Box",NA,NA,"5pk","H25cm x W33cm x D40cm",NA,"Recycled board",NA,NA,NA,NA,0.9
"DIY","BRA","438298","StorePak Bubble Wrap Roll 25m","StorePAK","Bubble wrap",NA,NA,"1","0.5m Wide x 25m long",NA,NA,NA,NA,NA,NA,0.93
"DIY","BRA","438299","StorePAK Parcel Tape 66m x 48mm Roll Brown","StorePAK","Packaging Tape",NA,NA,"1","Roll of Tape - 48mm wide x 66m Long",NA,"Polypropylene Film",NA,NA,NA,NA,0.941666666666667
"DIY","BRA","161736","Wilko Storage Hook Plastic Coated Red Large","Wilko","Tool Hooks",NA,NA,NA,"Large",NA,"Steel",NA,NA,NA,NA,0.883333333333333
"DIY","BRA","161737","Wilko Ladder Hook Plastic Coated Red","Wilko","Ladder Hook",NA,NA,NA,"6.5x21cm",NA,NA,NA,NA,NA,NA,0.9125
"DIY","BRA","161738","Wilko Tool Storage Hook Plastic Coated Red","Wilko","Tool Hooks",NA,NA,NA,"10x5.5cm",NA,"Steel",NA,NA,NA,NA,0.883333333333333
"DIY","BRA","343078","Wilko 12 Compartment Organiser Black Medium","Wilko","Storage Organisers",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","BRA","343088","Wilko 18 Compartment Organiser Black Large","Wilko","Storage Organisers",NA,NA,NA,"Large",NA,NA,NA,NA,NA,NA,0.825
"DIY","BRA","343092","Wilko 17 Compartment Organiser Clear Medium","Wilko","Storage Organisers",NA,NA,NA,"Medium",NA,NA,NA,NA,NA,NA,0.825
"DIY","BRA","345577","Wilko Square Utility Hook Small White","Wilko","Utility Hooks",NA,NA,NA,"1 Pack",NA,NA,NA,NA,NA,NA,0.825
"DIY","BRA","345578","Wilko Square Utility Hook Large White","Wilko","Utility Hooks",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.883333333333333
"DIY","BRA","438780","Wilko Rectangular Furniture Dolly","Wilko","Furniture Dolly",NA,NA,"1","Transportation Board 575x300x145mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","BRA","4641040","Wilko London Bracket 75 x 100mm White","Wilko","Shelving Brackets",NA,NA,"1","100x75mm",NA,NA,NA,NA,NA,NA,0.93
"DIY","BRA","4641240","Wilko Shelf Bracket 100 x 125mm White","Wilko","Shelving Brackets",NA,NA,NA,"125x100mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","BRA","4641440","Wilko London Bracket 125 x 150mm White","Wilko","Shelving Brackets",NA,NA,NA,"150x125mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","BRA","4641640","Wilko London Bracket 200 x 150mm White","Wilko","Shelving Brackets",NA,NA,NA,"200x150mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","BRA","4641840","Wilko London Bracket  175 x 225mm White","Wilko","Shelving Brackets",NA,NA,NA,"225x175mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","BRA","4642040","Wilko Shelf Bracket 200 x 250mm White","Wilko","Shelving Brackets",NA,NA,NA,"250x200mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","BRA","4642240","Wilko London Bracket 250 x 300mm White","Wilko","Shelving Brackets",NA,NA,NA,"300x250mm",NA,NA,NA,NA,NA,NA,0.86
"DIY","BRA","4642440","Wilko London Bracket 300 x 350mm White","Wilko","Shelving Brackets",NA,NA,NA,"35x30cm",NA,NA,NA,NA,NA,NA,0.86
"DIY","BRA","343099","Wilko 20 Compartment Organiser Clear Large","Wilko Functional","Storage Organisers",NA,NA,NA,"Large",NA,NA,NA,NA,NA,NA,0.775
"DIY","BRA","343101","Wilko 9 Compartment Organiser Clear Small","Wilko Functional","Storage Organisers",NA,NA,"1","1 Pack",NA,NA,NA,NA,NA,NA,0.833333333333333
"DIY","BRA","343105","Wilko 6 Compartment Organiser Crear Mini","Wilko Functional","Storage Organisers",NA,NA,NA,"1L",NA,NA,NA,NA,NA,NA,0.775
"DIY","BUL","434807","TCP Vintage LED Bulb Filament Candle 4W SES","TCP","Vintage LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434808","TCP Vintage LED Bulb Filament Candle 4W BC","TCP","Vintage LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437135","TCP Rustic Bulb ST64 60W BC 1pk","TCP","Rustic Filament",NA,NA,"1","60W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437136","TCP Rustic Bulb ST64 60W ES 1pk","TCP","Rustic Filament",NA,NA,"1","60W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437137","TCP Rustic Bulb Classic 60W BC 1pk","TCP","Rustic Filament",NA,NA,"1","60W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437138","TCP Rustic Bulb Classic 60W ES 1pk","TCP","Rustic Filament",NA,NA,"1","60W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437141","TCP Rustic Candle Bulb 40W SES 1pk","TCP","Rustic Filament",NA,NA,"1","40W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437142","TCP Rustic Candle  Bulb 40W BC 1pk","TCP","Rustic Filament",NA,NA,"1","40W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437650","TCP Dawn to Dusk Bulb BC 8w 1pk","TCP","Smart Bulb",NA,NA,"1","8W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437651","TCP Dawn to Dusk Bulb ES 8w 1pk","TCP","Smart Bulb",NA,NA,"1","8W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437652","TCP Motion Sensor Bulb 10W BC 1pk","TCP","Sensor Bulb",NA,NA,"1","10W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437653","TCP Motion Sensor Bulb 10W ES 1pk","TCP","Sensor Bulb",NA,NA,"1","10W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437654","TCP Classic Remote Bulb BC 3.5W 1pk RGB","TCP","Remote Controlled Bulb",NA,NA,"1","3.5W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437655","TCP Classic Remote Bulb ES 3.5W 1pk RGB","TCP","Remote Controlled Bulb",NA,NA,"1","3.5W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437657","TCP  Bluetooth Speaker Bulb BC 1pk","TCP","Speaker Bulb",NA,NA,"1","10W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437688","TCP Bluetooth Speaker Bulb ES 40W 1pk","TCP","Speaker Bulb",NA,NA,"1","10W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","456821","TCP LED Bulb Two Tone BC 7W","TCP","Smart Bulb",NA,NA,"1","7W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","456822","TCP LED Bulb Two Tone ES 7W","TCP","Smart Bulb",NA,NA,"1","7W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","456827","TCP Vintage LED Bulb Filament ST64 4W B22","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","456828","TCP Vintage LED Bulb Filament ST64 4W E27","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","456829","TCP Vintage LED Bulb Filament Classic 4W B22","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","456830","TCP Vintage LED Bulb Filament Classic 4W E27","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","456831","TCP Vintage LED Bulb Filament Diamond 4W B22","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","456832","TCP Vintage LED Bulb Filament Diamond 4W E27","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","456868","Wilko LED Bulb Filament Soft Tone 7W BC White","TCP","LED",NA,NA,"1","7W",NA,NA,NA,NA,NA,NA,0.88
"DIY","BUL","456869","Wilko LED Bulb Filament Soft Tone 7W ES White","TCP","LED",NA,NA,"1","7W",NA,NA,NA,NA,NA,NA,0.88
"DIY","BUL","456870","Wilko LED Bulb Filament Soft Tone 7W BC Peach","TCP","LED",NA,NA,"1","7W",NA,NA,NA,NA,NA,NA,0.88
"DIY","BUL","456871","Wilko LED Bulb Filament Soft Tone 7W ES Peach","TCP","LED",NA,NA,"1","7W",NA,NA,NA,NA,NA,NA,0.88
"DIY","BUL","456872","Wilko LED Bulb Filament Candle Soft Light 4W BCWhite","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.88
"DIY","BUL","456873","Wilko LED Bulb Filament Candle Soft Light 4W SESWhite","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.88
"DIY","BUL","456874","Wilko LED Bulb Filament Candle Soft Light 4W BCPeach","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.88
"DIY","BUL","456875","Wilko LED Bulb Filament Candle Soft Light 4W SESPeach","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.88
"DIY","BUL","456876","Wilko LED Bulb Filament Globe Soft Light 4W BCWhite","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.88
"DIY","BUL","456877","Wilko LED Bulb Filament Globe Soft Light 4W SESWhite","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.88
"DIY","BUL","456878","Wilko LED Bulb Filament Globe Soft Light 4W BCPeach","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.88
"DIY","BUL","456879","Wilko LED Bulb Filament Globe Soft Light 4W SESPeach","TCP","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.88
"DIY","BUL","434237","Wilko Energy Saving Bulb CFL Spiral SES 9W 1pk","Wilko","Energy Saving",NA,NA,"1","9W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434238","Wilko Energy Saving Bulb CFL Spiral BC 11W 1pk","Wilko","Energy Saving",NA,NA,"1","11W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434239","Wilko Energy Saving Bulb CFL Spiral ES 11W 1pk","Wilko","Energy Saving",NA,NA,"1","11W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434240","Wilko Energy Saving Bulb CFL Spiral ES 23W 1pk","Wilko","Energy Saving",NA,NA,"1","23W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434241","Wilko Energy Saving Bulb CFL Spiral BC 23W 1pk","Wilko","Energy Saving",NA,NA,"1","23W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434242","Wilko Energy Saving Bulb CFL Stick ES 11W 1pk","Wilko","Energy Saving",NA,NA,"1","11W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434243","Wilko Energy Saving Bulb CFL Stick BC 11W 1pk","Wilko","Energy Saving",NA,NA,"1","11W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434416","Wilko Halogen Bulb GU10 Cap 28W (35W) 3pk","Wilko","Halogen",NA,NA,"3","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434417","Wilko Halogen Bulb GU10 Cap 40W (50W) 3pk","Wilko","Halogen",NA,NA,"3","40W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434418","Wilko Halogen Bulb GU10 Cap 40W 6pk","Wilko","Halogen",NA,NA,"6","40W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434423","Wilko Halogen Bulb Linear 120W 78mm","Wilko","Halogen",NA,NA,"1pk","120W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434424","Wilko Halogen Bulb Linear 240W 118mm","Wilko","Halogen",NA,NA,"1pk","240W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434425","Wilko Halogen Bulb Linear 400W 118mm","Wilko","Halogen",NA,NA,"1pk","400W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434426","Wilko Halogen Capsule G4 Cap 20W 4pk","Wilko","Halogen",NA,NA,"4","20W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434427","Wilko Halogen Capsule G4 Cap 10W 4pk","Wilko","Halogen",NA,NA,"4","10W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434428","Wilko Halogen Capsule G9 Cap 18W 4pk","Wilko","Halogen",NA,NA,"4","18W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434429","Wilko Halogen Capsule G9 Cap 28W 4pk","Wilko","Halogen",NA,NA,"4","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434431","Wilko Halogen Spotlight Bulb R50 SES Cap 28W 4pk","Wilko","Halogen",NA,NA,"4","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434432","Wilko Halogen Spotlight Bulb R63 ES Cap 42W 2pk","Wilko","Halogen",NA,NA,"2","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434434","Wilko Halogen Bulb GLS BC Cap 28W A55 2pk","Wilko","Halogen",NA,NA,"2","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434435","Wilko Halogen Bulb GLS BC Cap 42W A55 2pk","Wilko","Halogen",NA,NA,"2","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434436","Wilko Halogen Bulb GLS BC Cap 42W A55 4pk","Wilko","Halogen",NA,NA,"4","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434437","Wilko Halogen Bulb GLS BC Cap 70W A55 2pk","Wilko","Halogen",NA,NA,"2","70W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434438","Wilko Halogen Bulb GLS BC Cap 70W A55 4pk","Wilko","Halogen",NA,NA,"4","70W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434439","Wilko Halogen Bulb GLS ES Cap 28W A55 2pk","Wilko","Halogen",NA,NA,"2","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434440","Wilko Halogen Bulb GLS ES Cap 42W A55 2pk","Wilko","Halogen",NA,NA,"2","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434441","Wilko Halogen Bulb GLS ES Cap 42W A55 4pk","Wilko","Halogen",NA,NA,"4","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434442","Wilko Halogen Bulb GLS ES Cap 70W A55 2pk","Wilko","Halogen",NA,NA,"2","70W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434443","Wilko Halogen Bulb GLS BC Cap 105W A60 2pk","Wilko","Halogen",NA,NA,"2","105W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434444","Wilko Halogen Bulb GLS ES Cap 105W A60 2pk","Wilko","Halogen",NA,NA,"2","105W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434445","Wilko Halogen Bulb Candle SBC Cap 42W 2pk","Wilko","Halogen",NA,NA,"2","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434446","Wilko Halogen Bulb Candle BC Cap 18W 2pk","Wilko","Halogen",NA,NA,"2","18W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434447","Wilko Halogen Bulb Candle BC Cap 28W 2pk","Wilko","Halogen",NA,NA,"2","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434448","Wilko Halogen Bulb Candle BC Cap 42W 2pk","Wilko","Halogen",NA,NA,"2","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434449","Wilko Halogen Bulb Candle BC Cap 42W 4pk","Wilko","Halogen",NA,NA,"4","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434450","Wilko Halogen Bulb Candle SES Cap 18W 2pk","Wilko","Halogen",NA,NA,"2","18W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434451","Wilko Halogen Bulb Candle SES Cap 28W 2pk","Wilko","Halogen",NA,NA,"2","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434452","Wilko Halogen Bulb Candle SES Cap 42W 2pk","Wilko","Halogen",NA,NA,"2","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434453","Wilko Halogen Bulb Candle SES Cap 42W 4pk","Wilko","Halogen",NA,NA,"4","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434454","Wilko Halogen Bulb Candle ES Cap 28W 2pk","Wilko","Halogen",NA,NA,"2","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434455","Wilko Halogen Bulb Candle ES Cap 42W 2pk","Wilko","Halogen",NA,NA,"2","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434456","Wilko Halogen Bulb Round SBC Cap 28W 2pk","Wilko","Halogen",NA,NA,"2","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434457","Wilko Halogen Bulb Round BC Cap 18W 2pk","Wilko","Halogen",NA,NA,"2","18W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434458","Wilko Halogen Bulb Round BC Cap 28W 2pk","Wilko","Halogen",NA,NA,"2","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434459","Wilko Halogen Bulb Round BC Cap 42W 2pk","Wilko","Halogen",NA,NA,"2","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434460","Wilko Halogen Bulb Round BC Cap 42W 4pk","Wilko","Halogen",NA,NA,"4","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434461","Wilko Halogen Bulb Round SES Cap 18W 2pk","Wilko","Halogen",NA,NA,"2","18W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434462","Wilko Halogen Bulb Round SES Cap 28W 2pk","Wilko","Halogen",NA,NA,"2","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434464","Wilko Halogen Bulb Round SES Cap 42W 2pk","Wilko","Halogen",NA,NA,"2","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434465","Wilko Halogen  Bulb Round SES Cap 42W 4pk","Wilko","Halogen",NA,NA,"4","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434466","Wilko Halogen Bulb  Round ES Cap 28W 2pk","Wilko","Halogen",NA,NA,"2","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434467","Wilko Halogen Bulb  Round ES Cap 42W 2pk","Wilko","Halogen",NA,NA,"2","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434468","Wilko Bulb Cooker SES Cap 28W 2pk","Wilko","Oven Bulb",NA,NA,"2","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434665","Wilko Inc Pygmy Sewing Machine Bulb SBC 15W 1pk","Wilko","Sewing Machine Bulb",NA,NA,"1","15W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434666","Wilko Inc PYGMY Sewing Machine Bulb BC 15w 2pk","Wilko","Pygmy Bulb",NA,NA,"2","15W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434667","Wilko Inc Pygmy Fridge Bulb SES Cap 15W 2pk","Wilko","Pygmy Bulb",NA,NA,"2","15W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434669","Wilko Inc Oven Bulb SES Cap 25W 1pk","Wilko","Oven Bulb",NA,NA,"1","25W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434670","Wilko Inc Oven Bulb SES Cap 15W 1pk","Wilko","Oven Bulb",NA,NA,"1","15W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434671","Wilko Linear Tube T5 530mm 13W 1pk","Wilko","Linear Tube",NA,NA,"1","13W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434672","Wilko Linear Tube T5 300mm 8W 1pk","Wilko","Linear Tube",NA,NA,"1","8W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434673","Wilko Linear Tube T8 4Ft 36W 1pk","Wilko","Linear Tube",NA,NA,"1","36W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434674","Wilko Linear Tube T8 5ft 58W 1pk","Wilko","Linear Tube",NA,NA,"1","58W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434676","Wilko Energy Saving Bulb 4 Pin G24 18W 1pk","Wilko","Energy Saving",NA,NA,"1","18W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434677","Wilko Low Energy Bulb 2D 16W 2pin 1pk","Wilko","Energy Saving",NA,NA,"1","16W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","434678","Wilko Low Energy Bulb 2D 28W 4pin 1pk","Wilko","Energy Saving",NA,NA,"1","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437658","Wilko Halogen Bulb GU5.3 Cap 50W 6pk","Wilko","Halogen",NA,NA,"6pk","50W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437659","Wilko Halogen Bulb GLS ES Cap 70W 4pk A55","Wilko","Halogen",NA,NA,"4","70W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437660","Wilko Halogen Bulb Candle SES Cap 28w 4pk","Wilko","Halogen",NA,NA,"4","28W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437661","Wilko Ecohalogen Fireglow Bulb 60W 2pk","Wilko","Halogen",NA,NA,"2","42W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437662","Wilko LED Bulb GU10 5W Silver Dimmable 1pk","Wilko","LED",NA,NA,"1","5W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437663","Wilko LED Bulb GU10 4W Dimmable 1pk","Wilko","LED",NA,NA,"1","4W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437664","Wilko LED Spotlight Bulb GU10 4W, works withDimmer Switch 3pk","Wilko","LED",NA,NA,"3","4W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437665","Wilko LED Spotlight Bulb GU10 5W, works withDimmer Switch 3pk","Wilko","LED",NA,NA,"3","5W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437666","Wilko LED Daylight Spotlight Bulb GU10 5W 3pkworks with Dimmer Switch","Wilko","LED",NA,NA,"3","5W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437668","Wilko LED Capsule G9 3W 2pk","Wilko","LED",NA,NA,"2","3W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437669","Wilko LED Capsule G4 2.5W 2pk","Wilko","LED",NA,NA,"2","2.5W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437670","Wilko LED Bulb GU4 Single Blister Silver","Wilko","LED",NA,NA,"1","2W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437671","Wilko LED Bulb GU5 5W None Dimmable 1pk","Wilko","LED",NA,NA,"1","5W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437672","Wilko LED Bulb GU5 5W  Silver None Dimmable 1pk","Wilko","LED",NA,NA,"3pk","5W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437673","Wilko LED Bulb GLS 10W BC Daylight Dimmable 1pk","Wilko","LED",NA,NA,"1","10W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437674","Wilko LED Bulb GLS 10W ES Daylight Dimmable 1pk","Wilko","LED",NA,NA,"1","10W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437675","Wilko LED Bulb GLS 15W BC Dimmable 1pk","Wilko","LED",NA,NA,"1","15W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437676","Wilko LED Bulb GLS 15W ES Dimmable 1pk","Wilko","LED",NA,NA,"1","15W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437679","Wilko LED Bulb Candle BC 6W Dimmable Daylight","Wilko","LED",NA,NA,"1","6W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437680","Wilko LED Bulb Candle Opal SES Daylight 6W 1pk","Wilko","LED",NA,NA,"1","6W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437681","Wilko LED Spotlight Bulb  R50 5W SES 1pk","Wilko","LED",NA,NA,"1","5W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437682","Wilko LED Spotlight Bulb R50 5W SES 3pk","Wilko","LED",NA,NA,"3","5W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437683","Wilko LED Spotlight Bulb R63 6W ES White 1pk","Wilko","LED",NA,NA,"1","6W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437684","Wilko LED Spotlight Bulb R80 ES 10W 1pk","Wilko","LED",NA,NA,"1","10W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437689","Wilko LED Glass Bulb GU10 5W 1pk","Wilko","LED",NA,NA,"1","5W",NA,NA,NA,NA,NA,NA,0.93
"DIY","BUL","437690","Wilko LED Bulb GLS 6W BC Dimmable 1pk","Wilko","LED",NA,NA,"1","6W",NA,NA,NA,NA,NA,NA,0.93
